wordform,sum_freq,norm_freq,log_freq,Moby_pron,Rep_P,Rep_O
trike,45,0.1,0.05,tr/aI/k,_/t/r/a/j/k/_/,_/t/r/i/k/e/_/_/
lilt,387,0.86,0.0567753081282993,l/I/lt,_/_/l/I/l/t/_/,_/_/l/i/l/t/_/_/
face,225912,502.0266667,0.5691142679649798,f/eI/s,_/_/f/e/j/s/_/,_/_/f/a/c/e/_/_/
fact,185204,411.5644444,0.5509767002386528,f/&/kt,_/_/f/@/k/t/_/,_/_/f/a/c/t/_/_/
bring,201019,446.7088889,0.5584559180202797,br/I/N/,_/b/r/I/G/_/_/,_/b/r/i/n/g/_/_/
brine,871,1.935555556,0.09852313843356955,br/aI/n,_/b/r/a/j/n/_/,_/b/r/i/n/e/_/_/
brink,2637,5.86,0.1761791423494152,br/I/N/k,_/b/r/I/G/k/_/,_/b/r/i/n/k/_/_/
should,354896,788.6577778,0.6103713786095013,/S/U/d,_/_/S/U/d/_/_/,_/s/h/o/u/l/d/_/
means,32805,72.9,0.39364663571155617,m/i/nz,_/_/m/i/n/z/_/,_/_/m/e/a/n/s/_/
smash,6078,13.50666667,0.24469459310764932,sm/&/S/,_/s/m/@/S/_/_/,_/s/m/a/s/h/_/_/
mien,303,0.673333333,0.05,m/i/n,_/_/m/i/n/_/_/,_/_/m/i/e/n/_/_/
butte,854,1.897777778,0.09733813429722701,b/j/u/t,_/b/j/u/t/_/_/,_/_/b/u/t/t/e/_/
site,88411,196.4688889,0.48356729353690026,s/aI/t,_/_/s/a/j/t/_/,_/_/s/i/t/e/_/_/
drink,52132,115.8488889,0.43556358069175,dr/I/N/k,_/d/r/I/G/k/_/,_/d/r/i/n/k/_/_/
flesh,11380,25.28888889,0.2990876973037873,fl/E/S/,_/f/l/E/S/_/_/,_/f/l/e/s/h/_/_/
clipped,313,0.695555556,0.05,kl/I/pt,_/k/l/I/p/t/_/,_/c/l/i/p/p/e/d/
glyph,158,0.35111111100000003,0.05,gl/I/f,_/g/l/I/f/_/_/,_/g/l/y/p/h/_/_/
drift,13223,29.38444444,0.31233373464261777,dr/I/ft,_/d/r/I/f/t/_/,_/d/r/i/f/t/_/_/
peal,392,0.8711111109999999,0.05732020556653626,p/i/l,_/_/p/i/l/_/_/,_/_/p/e/a/l/_/_/
lung,10611,23.58,0.2929384889524793,l/@/N/,_/_/l/^/G/_/_/,_/_/l/u/n/g/_/_/
inn,7379,16.39777778,0.2613210907472994,/I/n,_/_/_/I/n/_/_/,_/_/_/i/n/n/_/_/
ink,5689,12.64222222,0.2390736835989537,/I/N/k,_/_/_/I/G/k/_/,_/_/_/i/n/k/_/_/
veil,3835,8.522222222,0.20617996448711642,v/eI/l,_/_/v/e/j/l/_/,_/_/v/e/i/l/_/_/
vein,5708,12.68444444,0.23935639864957428,v/eI/n,_/_/v/e/j/n/_/,_/_/v/e/i/n/_/_/
ghost,11316,25.14666667,0.2985914058197644,g/oU/st,_/_/g/o/s/t/_/,_/g/h/o/s/t/_/_/
spew,1680,3.733333333,0.14222997586711691,sp/j/u/,s/p/j/u/_/_/_/,_/s/p/e/w/_/_/_/
bike,21996,48.88,0.35768336605432977,b/aI/k,_/_/b/a/j/k/_/,_/_/b/i/k/e/_/_/
daze,1176,2.613333333,0.11752830743333913,d/eI/z,_/_/d/e/j/z/_/,_/_/d/a/z/e/_/_/
whack,2147,4.771111111000001,0.16036609729869863,w/&/k,_/_/w/@/k/_/_/,_/w/h/a/c/k/_/_/
pique,813,1.806666667,0.09441540158760547,p/i/k,_/_/p/i/k/_/_/,_/_/p/i/q/u/e/_/
pinch,5670,12.6,0.23879009219720032,p/I/nt/S/,_/_/p/I/n/t/S/,_/_/p/i/n/c/h/_/
chew,7387,16.41555556,0.26141452930694725,/tS/u/,_/_/C/u/_/_/_/,_/c/h/e/w/_/_/_/
speck,1614,3.586666667,0.13935028718086695,sp/E/k,_/s/p/E/k/_/_/,_/s/p/e/c/k/_/_/
horn,9170,20.37777778,0.28016848788517834,h/O/rn,_/_/h/a/r/n/_/,_/_/h/o/r/n/_/_/
frank,2411,5.357777778,0.16922344328068126,fr/A/nk,_/f/r/a/n/k/_/,_/f/r/a/n/k/_/_/
crunch,5059,11.24222222,0.22916747675026852,kr/@/n/tS/,_/k/r/^/n/C/_/,_/c/r/u/n/c/h/_/
gloss,2069,4.597777778,0.15757617634699542,gl/A/s,_/g/l/a/s/_/_/,_/g/l/o/s/s/_/_/
farce,880,1.955555556,0.09914433440216398,f/A/rs,_/_/f/a/r/s/_/,_/_/f/a/r/c/e/_/
beach,38453,85.45111111,0.40799801559961296,b/i/tS/,_/_/b/i/C/_/_/,_/_/b/e/a/c/h/_/
scull,267,0.593333333,0.05,sk/@/l,_/s/k/^/l/_/_/,_/s/c/u/l/l/_/_/
haste,1093,2.428888889,0.11273484458239283,h/eI/st,_/_/h/e/j/s/t/,_/_/h/a/s/t/e/_/
south,69638,154.7511111,0.46185519828140476,s/AU/T/,_/_/s/a/w/T/_/,_/_/s/o/u/t/h/_/
bane,588,1.306666667,0.07646599752505737,b/eI/n,_/_/b/e/j/n/_/,_/_/b/a/n/e/_/_/
band,36748,81.66222222,0.40389785488585,b/&/nd,_/_/b/@/n/d/_/,_/_/b/a/n/d/_/_/
bang,10189,22.64222222,0.2893797047536577,b/&/N/,_/_/b/@/G/_/_/,_/_/b/a/n/g/_/_/
banc,100,0.222222222,0.05,b/&/N/k,_/_/b/@/G/k/_/,_/_/b/a/n/c/_/_/
crock,495,1.1,0.06787837146927442,kr/A/k,_/k/r/a/k/_/_/,_/c/r/o/c/k/_/_/
good,674868,1499.706667,0.6691150733118222,g/U/d,_/_/g/U/d/_/_/,_/_/g/o/o/d/_/_/
loge,33,0.073333333,0.05,l/oU/Z/,_/_/l/o/B/_/_/,_/_/l/o/g/e/_/_/
webbed,307,0.682222222,0.05,w/E/bd,_/_/w/E/b/d/_/,_/_/w/e/b/b/e/d/
hooked,227,0.504444444,0.05,h/U/kt,_/_/h/U/k/t/_/,_/_/h/o/o/k/e/d/
thick,26379,58.62,0.3740021709683926,/T/I/k,_/_/T/I/k/_/_/,_/t/h/i/c/k/_/_/
realm,8113,18.02888889,0.2695198627210755,r/E/lm,_/_/r/E/l/m/_/,_/_/r/e/a/l/m/_/
quaint,1588,3.528888889,0.13819050164536661,kw/eI/nt,_/k/w/e/j/n/t/,_/_/q/u/a/i/n/t/
oomph,286,0.635555556,0.05,/U/mf,_/_/_/U/m/f/_/,_/_/_/o/o/m/p/h/
brat,984,2.186666667,0.10603235690602632,br/&/t,_/b/r/@/t/_/_/,_/b/r/a/t/_/_/_/
bray,359,0.7977777779999999,0.05366241455055471,br/eI/,_/b/r/e/j/_/_/,_/b/r/a/y/_/_/_/
brag,2801,6.224444444,0.18091482669033754,br/&/g,_/b/r/@/g/_/_/,_/b/r/a/g/_/_/_/
brad,50,0.111111111,0.05,br/&/d,_/b/r/@/d/_/_/,_/b/r/a/d/_/_/_/
bran,971,2.1577777780000003,0.10519918537619334,br/&/n,_/b/r/@/n/_/_/,_/b/r/a/n/_/_/_/
warmth,6255,13.9,0.247142162593646,w/O/rm/T/,_/_/w/a/r/m/T/,_/_/w/a/r/m/t/h/
baud,67,0.148888889,0.05,b/O/d,_/_/b/a/d/_/_/,_/_/b/a/u/d/_/_/
fest,1059,2.353333333,0.11069636420260516,f/E/st,_/_/f/E/s/t/_/,_/_/f/e/s/t/_/_/
fess,262,0.5822222220000001,0.05,f/E/s,_/_/f/E/s/_/_/,_/_/f/e/s/s/_/_/
aim,30452,67.67111111,0.3869328589734358,/eI/m,_/_/_/e/j/m/_/,_/_/_/a/i/m/_/_/
ail,678,1.506666667,0.08407325928209174,/eI/l,_/_/_/e/j/l/_/,_/_/_/a/i/l/_/_/
aid,32162,71.47111111,0.39186034942232373,/eI/d,_/_/_/e/j/d/_/,_/_/_/a/i/d/_/_/
kale,864,1.92,0.09803705297080878,k/eI/l,_/_/k/e/j/l/_/,_/_/k/a/l/e/_/_/
board,71490,158.8666667,0.4642412827323378,b/oU/rd,_/_/b/o/r/d/_/,_/_/b/o/a/r/d/_/
posh,1006,2.235555556,0.10742528085915486,p/A/S/,_/_/p/a/S/_/_/,_/_/p/o/s/h/_/_/
pose,20358,45.24,0.35075087154429835,p/oU/z,_/_/p/o/z/_/_/,_/_/p/o/s/e/_/_/
phew,153,0.34,0.05,f/j/u/,_/f/j/u/_/_/_/,_/p/h/e/w/_/_/_/
khan,19,0.042222222,0.05,k/A/n,_/_/k/a/n/_/_/,_/k/h/a/n/_/_/_/
post,48183,107.0733333,0.4284209705187692,p/oU/st,_/_/p/o/s/t/_/,_/_/p/o/s/t/_/_/
chafe,656,1.457777778,0.08227128855667874,/tS/eI/f,_/_/C/e/j/f/_/,_/c/h/a/f/e/_/_/
chaff,224,0.497777778,0.05,/tS/&/f,_/_/C/@/f/_/_/,_/c/h/a/f/f/_/_/
nonce,28,0.062222222,0.05,n/A/ns,_/_/n/a/n/s/_/,_/_/n/o/n/c/e/_/
float,13203,29.34,0.3121998138089236,fl/oU/t,_/f/l/o/t/_/_/,_/f/l/o/a/t/_/_/
bound,5146,11.43555556,0.23060099679000243,b/AU/nd,_/_/b/a/w/n/d/,_/_/b/o/u/n/d/_/
wan,5966,13.25777778,0.2431113247314097,w/A/n,_/_/w/a/n/_/_/,_/_/w/a/n/_/_/_/
wag,1609,3.5755555560000003,0.13912839037206065,w/&/g,_/_/w/@/g/_/_/,_/_/w/a/g/_/_/_/
wad,1590,3.5333333330000003,0.13828023976065126,w/A/d,_/_/w/a/d/_/_/,_/_/w/a/d/_/_/_/
way,552736,1228.302222,0.6508641850868523,w/eI/,_/_/w/e/j/_/_/,_/_/w/a/y/_/_/_/
wax,4856,10.79111111,0.22573257196432447,w/&/ks,_/_/w/@/k/s/_/,_/_/w/a/x/_/_/_/
war,190948,424.32888889999987,0.5537643676773925,w/A/r,_/_/w/a/r/_/_/,_/_/w/a/r/_/_/_/
TRUE,91364,203.0311111,0.486558168359072,tr/u/,_/t/r/u/_/_/_/,_/t/r/u/e/_/_/_/
ump,168,0.373333333,0.05,/@/mp,_/_/_/^/m/p/_/,_/_/_/u/m/p/_/_/
tush,17,0.037777778,0.05,t/U/S/,_/_/t/U/S/_/_/,_/_/t/u/s/h/_/_/
tusk,763,1.695555556,0.09071990686586463,t/@/sk,_/_/t/^/s/k/_/,_/_/t/u/s/k/_/_/
grump,74,0.164444444,0.05,gr/@/mp,_/g/r/^/m/p/_/,_/g/r/u/m/p/_/_/
curse,8351,18.55777778,0.27202798414695256,k/@/rs,_/_/k/^/r/s/_/,_/_/c/u/r/s/e/_/
prove,50648,112.5511111,0.43294441632051434,pr/u/v,_/p/r/u/v/_/_/,_/p/r/o/v/e/_/_/
cay,36,0.08,0.05,k/eI/,_/_/k/e/j/_/_/,_/_/c/a/y/_/_/_/
car,150547,334.5488889,0.5320730123235593,k/A/r,_/_/k/a/r/_/_/,_/_/c/a/r/_/_/_/
cap,19368,43.04,0.3462911135083732,k/&/p,_/_/k/@/p/_/_/,_/_/c/a/p/_/_/_/
caw,286,0.635555556,0.05,k/O/,_/_/k/a/_/_/_/,_/_/c/a/w/_/_/_/
cat,24919,55.37555556,0.3688829194834317,k/&/t,_/_/k/@/t/_/_/,_/_/c/a/t/_/_/_/
can,1179517,2621.148889,0.7201706948540667,k/&/n,_/_/k/@/n/_/_/,_/_/c/a/n/_/_/_/
cam,952,2.115555556,0.10396765974030488,k/&/m,_/_/k/@/m/_/_/,_/_/c/a/m/_/_/_/
cab,7422,16.49333333,0.2618222045682893,k/&/b,_/_/k/@/b/_/_/,_/_/c/a/b/_/_/_/
cad,1479,3.286666667,0.1331616618078205,k/&/d,_/_/k/@/d/_/_/,_/_/c/a/d/_/_/_/
cloche,104,0.231111111,0.05,kl/oU/S/,_/k/l/o/S/_/_/,_/c/l/o/c/h/e/_/
flank,4667,10.37111111,0.22241430860876477,fl/&/N/k,_/f/l/@/G/k/_/,_/f/l/a/n/k/_/_/
forme,119,0.264444444,0.05,f/O/rm,_/_/f/a/r/m/_/,_/_/f/o/r/m/e/_/
rake,3264,7.253333333,0.19309616448489564,r/eI/k,_/_/r/e/j/k/_/,_/_/r/a/k/e/_/_/
kerf,25,0.055555556,0.05,k/@/rf,_/_/k/^/r/f/_/,_/_/k/e/r/f/_/_/
kerb,42,0.093333333,0.05,k/@/rb,_/_/k/^/r/b/_/,_/_/k/e/r/b/_/_/
carp,997,2.215555556,0.10685800925666893,k/A/rp,_/_/k/a/r/p/_/,_/_/c/a/r/p/_/_/
cart,8541,18.98,0.27398205144618976,k/A/rt,_/_/k/a/r/t/_/,_/_/c/a/r/t/_/_/
carb,2526,5.613333333,0.17282888538929975,k/A/rb,_/_/k/a/r/b/_/,_/_/c/a/r/b/_/_/
card,50391,111.98,0.43248311165757874,k/A/rd,_/_/k/a/r/d/_/,_/_/c/a/r/d/_/_/
care,155544,345.6533333,0.5350516401527724,k/@/r,_/_/k/^/r/_/_/,_/_/c/a/r/e/_/_/
drove,820,1.822222222,0.09492106102686966,dr/oU/v,_/d/r/o/v/_/_/,_/d/r/o/v/e/_/_/
creche,149,0.331111111,0.05,kr/E/S/,_/k/r/E/S/_/_/,_/c/r/e/c/h/e/_/
checked,480,1.066666667,0.06641453208941822,/tS/E/kt,_/_/C/E/k/t/_/,_/c/h/e/c/k/e/d/
yin,290,0.644444444,0.05,/j/I/n,_/_/j/I/n/_/_/,_/_/_/y/i/n/_/_/
yip,443,0.984444444,0.06270030132800711,/j/I/p,_/_/j/I/p/_/_/,_/_/_/y/i/p/_/_/
quay,307,0.682222222,0.05,k/i/,_/_/k/i/_/_/_/,_/_/q/u/a/y/_/_/
quad,1566,3.48,0.13719752878375252,kw/A/d,_/k/w/a/d/_/_/,_/_/q/u/a/d/_/_/
slay,1232,2.7377777780000003,0.12062614183477008,sl/eI/,_/s/l/e/j/_/_/,_/s/l/a/y/_/_/_/
slav,303,0.673333333,0.05,sl/A/v,_/s/l/a/v/_/_/,_/s/l/a/v/_/_/_/
slaw,444,0.986666667,0.06280269422326985,sl/O/,_/s/l/a/_/_/_/,_/s/l/a/w/_/_/_/
slat,770,1.711111111,0.09124634978947502,sl/&/t,_/s/l/@/t/_/_/,_/s/l/a/t/_/_/_/
slap,10006,22.23555556,0.28779234039007345,sl/&/p,_/s/l/@/p/_/_/,_/s/l/a/p/_/_/_/
slam,12607,28.01555556,0.3081162566110816,sl/&/m,_/s/l/@/m/_/_/,_/s/l/a/m/_/_/_/
slag,295,0.655555556,0.05,sl/&/g,_/s/l/@/g/_/_/,_/s/l/a/g/_/_/_/
slab,2877,6.393333332999999,0.18302896417849088,sl/&/b,_/s/l/@/b/_/_/,_/s/l/a/b/_/_/_/
prick,1658,3.684444444,0.1412801154083092,pr/i/k,_/p/r/i/k/_/_/,_/p/r/i/c/k/_/_/
price,98878,219.7288889,0.4937548635310899,pr/aI/s,_/p/r/a/j/s/_/,_/p/r/i/c/e/_/_/
fifth,15165,33.7,0.32448415716776446,f/I/f/T/,_/_/f/I/f/T/_/,_/_/f/i/f/t/h/_/
jolt,2659,5.908888889,0.17682883398614568,/dZ/oU/lt,_/_/J/o/l/t/_/,_/_/j/o/l/t/_/_/
loath,581,1.291111111,0.07584693659300008,l/oU/T/,_/_/l/o/T/_/_/,_/_/l/o/a/t/h/_/
spore,1623,3.606666667,0.13974835021785598,sp/oU/r,_/s/p/o/r/_/_/,_/s/p/o/r/e/_/_/
sport,69489,154.42,0.4616604969990915,sp/oU/rt,_/s/p/o/r/t/_/,_/s/p/o/r/t/_/_/
blame,27827,61.83777778,0.37881127129294295,bl/eI/m,_/b/l/e/j/m/_/,_/b/l/a/m/e/_/_/
monk,4371,9.713333333,0.21696281671438586,m/@/N/k,_/_/m/^/G/k/_/,_/_/m/o/n/k/_/_/
rube,58,0.128888889,0.05,r/u/b,_/_/r/u/b/_/_/,_/_/r/u/b/e/_/_/
these,586061,1302.3577779999996,0.6562159712521961,/D/i/z,_/_/D/i/z/_/_/,_/t/h/e/s/e/_/_/
trick,14342,31.87111111,0.3195304934070505,tr/I/k,_/t/r/I/k/_/_/,_/t/r/i/c/k/_/_/
smelt,281,0.624444444,0.05,sm/E/lt,_/s/m/E/l/t/_/,_/s/m/e/l/t/_/_/
breeze,7777,17.28222222,0.2658576737816222,br/i/z,_/b/r/i/z/_/_/,_/b/r/e/e/z/e/_/
wheat,6652,14.78222222,0.2524048198783071,w/i/t,_/_/w/i/t/_/_/,_/w/h/e/a/t/_/_/
throb,1002,2.226666667,0.10717359428645465,/T/r/A/b,_/T/r/a/b/_/_/,t/h/r/o/b/_/_/_/
seine,105,0.233333333,0.05,s/eI/n,_/_/s/e/j/n/_/,_/_/s/e/i/n/e/_/
throw,70195,155.9888889,0.46257939358402383,/T/r/oU/,_/T/r/o/_/_/_/,t/h/r/o/w/_/_/_/
wolf,15881,35.29111111,0.3285858529803058,w/U/lf,_/_/w/U/l/f/_/,_/_/w/o/l/f/_/_/
lob,772,1.715555556,0.09139620735250543,l/A/b,_/_/l/a/b/_/_/,_/_/l/o/b/_/_/_/
jowl,379,0.8422222220000001,0.055896665009996266,/dZ/AU/l,_/_/J/a/w/l/_/,_/_/j/o/w/l/_/_/
log,13037,28.97111111,0.31108063922136003,l/O/g,_/_/l/a/g/_/_/,_/_/l/o/g/_/_/_/
lop,338,0.7511111109999999,0.05125620418245286,l/A/p,_/_/l/a/p/_/_/,_/_/l/o/p/_/_/_/
low,133692,297.0933333,0.5212443972911838,l/oU/,_/_/l/o/_/_/_/,_/_/l/o/w/_/_/_/
lot,236507,525.5711111,0.5732992225273171,l/A/t,_/_/l/a/t/_/_/,_/_/l/o/t/_/_/_/
leach,567,1.26,0.07459610447195851,l/i/tS/,_/_/l/i/C/_/_/,_/_/l/e/a/c/h/_/
groan,4950,11.0,0.2273391652799243,gr/oU/n,_/g/r/o/n/_/_/,_/g/r/o/a/n/_/_/
peat,1020,2.266666667,0.10830077088947629,p/i/t,_/_/p/i/t/_/_/,_/_/p/e/a/t/_/_/
pear,3501,7.78,0.19875554405512152,p/@/r,_/_/p/^/r/_/_/,_/_/p/e/a/r/_/_/
loose,16065,35.7,0.32961087703445574,l/u/s,_/_/l/u/s/_/_/,_/_/l/o/o/s/e/_/
whine,4115,9.144444444,0.21197096908720242,w/aI/n,_/_/w/a/j/n/_/,_/w/h/i/n/e/_/_/
glitch,1202,2.671111111,0.11897964249268242,gl/I/t/S/,_/g/l/I/t/S/_/,_/g/l/i/t/c/h/_/
klutz,92,0.204444444,0.05,kl/@/ts,_/k/l/^/t/s/_/,_/k/l/u/t/z/_/_/
gauche,218,0.484444444,0.05,g/oU/S/,_/_/g/o/S/_/_/,_/_/g/a/u/c/h/e/
cowl,198,0.44,0.05,k/AU/l,_/_/k/a/w/l/_/,_/_/c/o/w/l/_/_/
wave,47444,105.4311111,0.427020099058634,w/eI/v,_/_/w/e/j/v/_/,_/_/w/a/v/e/_/_/
sneak,7215,16.03333333,0.2593842643244468,sn/i/k,_/s/n/i/k/_/_/,_/s/n/e/a/k/_/_/
drear,17,0.037777778,0.05,dr/i/r,_/d/r/i/r/_/_/,_/d/r/e/a/r/_/_/
dread,4059,9.02,0.21084172209427696,dr/E/d,_/d/r/E/d/_/_/,_/d/r/e/a/d/_/_/
dream,60553,134.56222219999998,0.4491540502648968,dr/i/m,_/d/r/i/m/_/_/,_/d/r/e/a/m/_/_/
help,302580,672.4,0.5958009841557202,h/E/lp,_/_/h/E/l/p/_/,_/_/h/e/l/p/_/_/
slouch,1222,2.7155555560000004,0.12008059454488014,sl/AU/tS/,_/s/l/a/w/C/_/,_/s/l/o/u/c/h/_/
soon,87892,195.3155556,0.48303138374124266,s/u/n,_/_/s/u/n/_/_/,_/_/s/o/o/n/_/_/
held,140,0.311111111,0.05,h/E/ld,_/_/h/E/l/d/_/,_/_/h/e/l/d/_/_/
soot,895,1.988888889,0.1001703789070102,s/U/t,_/_/s/U/t/_/_/,_/_/s/o/o/t/_/_/
hell,31852,70.78222222,0.3909865317910802,h/E/l,_/_/h/E/l/_/_/,_/_/h/e/l/l/_/_/
ya,4992,11.09333333,0.22804798570396903,/j/@/,_/_/j/^/_/_/_/,_/_/_/y/a/_/_/_/
ye,3234,7.186666667000001,0.19235416520737897,/j/i/,_/_/j/i/_/_/_/,_/_/_/y/e/_/_/_/
iff,71,0.157777778,0.05,/I/f,_/_/_/I/f/_/_/,_/_/_/i/f/f/_/_/
launch,31299,69.55333333,0.3894067242341464,l/O/n/tS/,_/_/l/a/n/C/_/,_/_/l/a/u/n/c/h/
blush,3832,8.515555556,0.20611588977839654,bl/@/S/,_/b/l/^/S/_/_/,_/b/l/u/s/h/_/_/
scheme,12570,27.93333333,0.30785663633463234,sk/i/m,_/s/k/i/m/_/_/,s/c/h/e/m/e/_/_/
trance,1199,2.664444444,0.11881335099293056,tr/&/ns,_/t/r/@/n/s/_/,_/t/r/a/n/c/e/_/
mace,308,0.684444444,0.05,m/eI/s,_/_/m/e/j/s/_/,_/_/m/a/c/e/_/_/
hewn,208,0.462222222,0.05,h/j/u/n,_/h/j/u/n/_/_/,_/_/h/e/w/n/_/_/
stamp,9119,20.26444444,0.2796821780421916,st/&/mp,_/s/t/@/m/p/_/,_/s/t/a/m/p/_/_/
damp,5699,12.66444444,0.23922258988380773,d/&/mp,_/_/d/@/m/p/_/,_/_/d/a/m/p/_/_/
damn,15855,35.23333333,0.32844008212212383,d/&/m,_/_/d/@/m/_/_/,_/_/d/a/m/n/_/_/
dame,1190,2.644444444,0.11831265525054538,d/eI/m,_/_/d/e/j/m/_/,_/_/d/a/m/e/_/_/
ghee,89,0.197777778,0.05,g/i/,_/_/g/i/_/_/_/,_/g/h/e/e/_/_/_/
loon,602,1.337777778,0.07769169254698322,l/u/n,_/_/l/u/n/_/_/,_/_/l/o/o/n/_/_/
loom,5260,11.68888889,0.23244603243844128,l/u/m,_/_/l/u/m/_/_/,_/_/l/o/o/m/_/_/
look,644397,1431.993333,0.664891015870261,l/U/k,_/_/l/U/k/_/_/,_/_/l/o/o/k/_/_/
rope,11400,25.33333333,0.2992422378831001,r/oU/p,_/_/r/o/p/_/_/,_/_/r/o/p/e/_/_/
loot,1664,3.697777778,0.14154014783799343,l/u/t,_/_/l/u/t/_/_/,_/_/l/o/o/t/_/_/
loop,8775,19.5,0.27633266322714867,l/u/p,_/_/l/u/p/_/_/,_/_/l/o/o/p/_/_/
hoax,1132,2.515555556,0.11501850389439099,h/oU/ks,_/_/h/o/k/s/_/,_/_/h/o/a/x/_/_/
hoar,25,0.055555556,0.05,h/oU/r,_/_/h/o/r/_/_/,_/_/h/o/a/r/_/_/
brome,19,0.042222222,0.05,br/oU/m,_/b/r/o/m/_/_/,_/b/r/o/m/e/_/_/
chore,4120,9.155555556,0.2120711201838629,/tS/oU/r,_/_/C/o/r/_/_/,_/c/h/o/r/e/_/_/
chord,2898,6.44,0.18360462097840163,k/O/rd,_/_/k/a/r/d/_/,_/c/h/o/r/d/_/_/
spathe,16,0.035555556,0.05,sp/eI/D/,_/s/p/e/j/D/_/,_/s/p/a/t/h/e/_/
game,168309,374.02,0.542247548803129,g/eI/m,_/_/g/e/j/m/_/,_/_/g/a/m/e/_/_/
sleigh,701,1.5577777780000002,0.08591994263169464,sl/eI/,_/s/l/e/j/_/_/,_/s/l/e/i/g/h/_/
stem,18146,40.32444444,0.34046844033906865,st/E/m,_/s/t/E/m/_/_/,_/s/t/e/m/_/_/_/
step,122950,273.22222220000003,0.5136080917015801,st/E/p,_/s/t/E/p/_/_/,_/s/t/e/p/_/_/_/
stew,3705,8.233333333,0.20336139054232794,st/u/,_/s/t/u/_/_/_/,_/s/t/e/w/_/_/_/
ache,4518,10.04,0.21971074777880079,/eI/k,_/_/_/e/j/k/_/,_/_/_/a/c/h/e/_/
shine,11106,24.68,0.2969437768364156,/S/aI/n,_/_/S/a/j/n/_/,_/s/h/i/n/e/_/_/
knorr,37,0.082222222,0.05,n/O/r,_/_/n/a/r/_/_/,_/k/n/o/r/r/_/_/
stave,1095,2.433333333,0.11285335237253606,st/eI/v,_/s/t/e/j/v/_/,_/s/t/a/v/e/_/_/
suite,9599,21.33111111,0.284160005684681,sw/i/t,_/s/w/i/t/_/_/,_/_/s/u/i/t/e/_/
trough,1396,3.102222222,0.12913796440535652,tr/A/f,_/t/r/a/f/_/_/,_/t/r/o/u/g/h/_/
hose,4209,9.353333333,0.21383570688035353,h/oU/z,_/_/h/o/z/_/_/,_/_/h/o/s/e/_/_/
booth,6989,15.53111111,0.2566462037416122,b/u/T/,_/_/b/u/T/_/_/,_/_/b/o/o/t/h/_/
poke,6906,15.34666667,0.2556196969031063,p/oU/k,_/_/p/o/k/_/_/,_/_/p/o/k/e/_/_/
brooch,748,1.6622222219999998,0.08958150961241158,br/oU/tS/,_/b/r/o/C/_/_/,_/b/r/o/o/c/h/_/
quell,1089,2.42,0.11249736745622839,kw/E/l,_/k/w/E/l/_/_/,_/_/q/u/e/l/l/_/
chant,3312,7.36,0.19427098654347832,/tS/&/nt,_/_/C/@/n/t/_/,_/c/h/a/n/t/_/_/
wig,2255,5.011111111,0.1640937744155154,w/I/g,_/_/w/I/g/_/_/,_/_/w/i/g/_/_/_/
win,144641,321.4244444,0.5284227470691871,w/I/n,_/_/w/I/n/_/_/,_/_/w/i/n/_/_/_/
paned,19,0.042222222,0.05,p/eI/nd,_/_/p/e/j/n/d/,_/_/p/a/n/e/d/_/
wit,4345,9.655555556,0.21646808001855633,w/I/t,_/_/w/I/t/_/_/,_/_/w/i/t/_/_/_/
craw,120,0.266666667,0.05,kr/O/,_/k/r/a/_/_/_/,_/c/r/a/w/_/_/_/
crap,3386,7.5244444439999985,0.19605312047911702,kr/&/p,_/k/r/@/p/_/_/,_/c/r/a/p/_/_/_/
crag,301,0.668888889,0.05,kr/&/g,_/k/r/@/g/_/_/,_/c/r/a/g/_/_/_/
crab,5649,12.55333333,0.23847562288771534,kr/&/b,_/k/r/@/b/_/_/,_/c/r/a/b/_/_/_/
cram,3017,6.704444444,0.186799978254161,kr/&/m,_/k/r/@/m/_/_/,_/c/r/a/m/_/_/_/
crossed,392,0.8711111109999999,0.05732020556653626,kr/O/st,_/k/r/a/s/t/_/,_/c/r/o/s/s/e/d/
skirt,11237,24.97111111,0.29797505990789275,sk/@/rt,_/s/k/^/r/t/_/,_/s/k/i/r/t/_/_/
dike,547,1.215555556,0.07277900383743857,d/aI/k,_/_/d/a/j/k/_/,_/_/d/i/k/e/_/_/
shrew,342,0.76,0.05171943561003379,/S/r/u/,_/S/r/u/_/_/_/,s/h/r/e/w/_/_/_/
stride,8047,17.88222222,0.26881198007808926,str/aI/d,s/t/r/a/j/d/_/,s/t/r/i/d/e/_/_/
shred,4019,8.931111111,0.21002649718171537,/S/r/E/d,_/S/r/E/d/_/_/,s/h/r/e/d/_/_/_/
prong,419,0.931111111,0.0602078517944752,pr/O/N/,_/p/r/a/G/_/_/,_/p/r/o/n/g/_/_/
spleen,483,1.073333333,0.06670917969094524,spl/i/n,s/p/l/i/n/_/_/,s/p/l/e/e/n/_/_/
crate,2879,6.397777777999999,0.18308394496246577,kr/eI/t,_/k/r/e/j/t/_/,_/c/r/a/t/e/_/_/
tire,12970,28.82222222,0.31062501730825004,t/aI/r,_/_/t/a/j/r/_/,_/_/t/i/r/e/_/_/
rash,2561,5.6911111110000006,0.17389857533412678,r/&/S/,_/_/r/@/S/_/_/,_/_/r/a/s/h/_/_/
bud,3389,7.531111111,0.1961246420579425,b/@/d,_/_/b/^/d/_/_/,_/_/b/u/d/_/_/_/
