wordform,sum_freq,norm_freq,log_freq,Moby_pron,Rep_P,Rep_O
purge,2006,4.4577777780000005,0.1552589692026081,p/@/r/dZ/,_/_/p/^/r/J/_/,_/_/p/u/r/g/e/_/
sough,28,0.062222222,0.05,s/@/f,_/_/s/^/f/_/_/,_/_/s/o/u/g/h/_/
chaste,418,0.928888889,0.06010251153966485,/tS/eI/st,_/_/C/e/j/s/t/,_/c/h/a/s/t/e/_/
fed,2681,5.957777778,0.17747394442579073,f/E/d,_/_/f/E/d/_/_/,_/_/f/e/d/_/_/_/
fee,23380,51.95555556,0.3631573559727947,f/i/,_/_/f/i/_/_/_/,_/_/f/e/e/_/_/_/
fen,217,0.482222222,0.05,f/E/n,_/_/f/E/n/_/_/,_/_/f/e/n/_/_/_/
germ,2202,4.893333333,0.1622834243037273,/dZ/@/rm,_/_/J/^/r/m/_/,_/_/g/e/r/m/_/_/
few,226559,503.4644444,0.5693753908849495,f/j/u/,_/f/j/u/_/_/_/,_/_/f/e/w/_/_/_/
feu,158,0.35111111100000003,0.05,f/j/u/,_/f/j/u/_/_/_/,_/_/f/e/u/_/_/_/
fez,121,0.268888889,0.05,f/E/z,_/_/f/E/z/_/_/,_/_/f/e/z/_/_/_/
sort,61068,135.7066667,0.4499231691115117,s/O/rt,_/_/s/a/r/t/_/,_/_/s/o/r/t/_/_/
sore,4641,10.31333333,0.22194826364311188,s/oU/r,_/_/s/o/r/_/_/,_/_/s/o/r/e/_/_/
sweat,12331,27.40222222,0.30616164312747096,sw/E/t,_/s/w/E/t/_/_/,_/s/w/e/a/t/_/_/
roux,394,0.8755555559999999,0.05753725910078278,r/u/,_/_/r/u/_/_/_/,_/_/r/o/u/x/_/_/
rout,1790,3.977777778,0.14683675273419958,r/AU/t,_/_/r/a/w/t/_/,_/_/r/o/u/t/_/_/
lope,696,1.5466666669999998,0.08552164853540656,l/oU/p,_/_/l/o/p/_/_/,_/_/l/o/p/e/_/_/
stilt,788,1.751111111,0.09258631205507366,st/I/lt,_/s/t/I/l/t/_/,_/s/t/i/l/t/_/_/
spun,123,0.273333333,0.05,sp/@/n,_/s/p/^/n/_/_/,_/s/p/u/n/_/_/_/
spud,208,0.462222222,0.05,sp/@/d,_/s/p/^/d/_/_/,_/s/p/u/d/_/_/_/
still,359077,797.9488888999997,0.6114415427708836,st/I/l,_/s/t/I/l/_/_/,_/s/t/i/l/l/_/_/
cake,16327,36.28222222,0.3310508838517279,k/eI/k,_/_/k/e/j/k/_/,_/_/c/a/k/e/_/_/
bronc,28,0.062222222,0.05,br/A/N/k,_/b/r/a/G/k/_/,_/b/r/o/n/c/_/_/
cross,46458,103.24,0.42511696556740564,kr/O/s,_/k/r/a/s/_/_/,_/c/r/o/s/s/_/_/
beast,7082,15.73777778,0.2577828672303616,b/i/st,_/_/b/i/s/t/_/,_/_/b/e/a/s/t/_/
myth,11130,24.73333333,0.2971335860427398,m/I/T/,_/_/m/I/T/_/_/,_/_/m/y/t/h/_/_/
growth,58031,128.9577778,0.4452913232881353,gr/oU/T/,_/g/r/o/T/_/_/,_/g/r/o/w/t/h/_/
trout,5771,12.82444444,0.24028761997856898,tr/AU/t,_/t/r/a/w/t/_/,_/t/r/o/u/t/_/_/
kitsch,450,1.0,0.06341465642505115,k/I/tS/,_/_/k/I/C/_/_/,_/_/k/i/t/s/c/h/
owl,4232,9.404444444,0.21428624290131246,/AU/l,_/_/_/a/w/l/_/,_/_/_/o/w/l/_/_/
squeak,2083,4.628888889,0.15808323708290595,skw/i/k,s/k/w/i/k/_/_/,_/s/q/u/e/a/k/_/
champ,2735,6.077777778,0.17903837537567055,/tS/&/mp,_/_/C/@/m/p/_/,_/c/h/a/m/p/_/_/
squeal,2215,4.922222222,0.16273079933064655,skw/i/l,s/k/w/i/l/_/_/,_/s/q/u/e/a/l/_/
shank,1185,2.633333333,0.11803330233292339,/S/&/N/k,_/_/S/@/G/k/_/,_/s/h/a/n/k/_/_/
deuce,112,0.248888889,0.05,d/u/s,_/_/d/u/s/_/_/,_/_/d/e/u/c/e/_/
mulch,1998,4.44,0.15496047624129583,m/@/l/tS/,_/_/m/^/l/C/_/,_/_/m/u/l/c/h/_/
sash,822,1.826666667,0.09506502332530575,s/&/S/,_/_/s/@/S/_/_/,_/_/s/a/s/h/_/_/
foul,5366,11.92444444,0.23412883693017883,f/AU/l,_/_/f/a/w/l/_/,_/_/f/o/u/l/_/_/
four,173506,385.5688889,0.5450224471295969,f/oU/r,_/_/f/o/r/_/_/,_/_/f/o/u/r/_/_/
pierce,2296,5.102222222,0.16547006469557568,p/i/rs,_/_/p/i/r/s/_/,_/_/p/i/e/r/c/e/
fur,6608,14.68444444,0.25183624847948477,f/@/r,_/_/f/^/r/_/_/,_/_/f/u/r/_/_/_/
bilk,206,0.457777778,0.05,b/I/lk,_/_/b/I/l/k/_/,_/_/b/i/l/k/_/_/
thong,712,1.582222222,0.08679013345104927,/T/A/N/,_/_/T/a/G/_/_/,_/t/h/o/n/g/_/_/
schist,50,0.111111111,0.05,/S/I/st,_/_/S/I/s/t/_/,s/c/h/i/s/t/_/_/
cull,1029,2.286666667,0.10885919384599099,k/@/l,_/_/k/^/l/_/_/,_/_/c/u/l/l/_/_/
cult,5163,11.47333333,0.2308785054077322,k/@/lt,_/_/k/^/l/t/_/,_/_/c/u/l/t/_/_/
browse,1638,3.64,0.14040796381363407,br/AU/z,_/b/r/a/w/z/_/,_/b/r/o/w/s/e/_/
strike,51672,114.82666670000002,0.43475970014082865,str/aI/k,s/t/r/a/j/k/_/,s/t/r/i/k/e/_/_/
shelve,616,1.3688888890000002,0.07890118338246618,/S/E/lv,_/_/S/E/l/v/_/,_/s/h/e/l/v/e/_/
wrought,530,1.177777778,0.07120557488470544,r/O/t,_/_/r/a/t/_/_/,_/w/r/o/u/g/h/t/
slate,5116,11.36888889,0.23010921269113652,sl/eI/t,_/s/l/e/j/t/_/,_/s/l/a/t/e/_/_/
thyme,2883,6.4066666670000005,0.18319380749321115,t/aI/m,_/_/t/a/j/m/_/,_/t/h/y/m/e/_/_/
rink,1582,3.515555556,0.13792075793727598,r/I/N/k,_/_/r/I/G/k/_/,_/_/r/i/n/k/_/_/
re,5042,11.20444444,0.2288847210906417,r/i/,_/_/r/i/_/_/_/,_/_/r/e/_/_/_/_/
crowned,126,0.28,0.05,kr/AU/nd,_/k/r/a/w/n/d/,_/c/r/o/w/n/e/d/
eared,34,0.075555556,0.05,/i/rd,_/_/_/i/r/d/_/,_/_/_/e/a/r/e/d/
crawl,9746,21.65777778,0.2854886274695183,kr/O/l,_/k/r/a/l/_/_/,_/c/r/a/w/l/_/_/
trek,3467,7.704444444,0.19796484458071192,tr/E/k,_/t/r/E/k/_/_/,_/t/r/e/k/_/_/_/
tree,76572,170.16,0.47048613143674944,tr/i/,_/t/r/i/_/_/_/,_/t/r/e/e/_/_/_/
gripe,1585,3.522222222,0.13805572919538245,gr/aI/p,_/g/r/a/j/p/_/,_/g/r/i/p/e/_/_/
camp,38808,86.24,0.4088290814010033,k/&/mp,_/_/k/@/m/p/_/,_/_/c/a/m/p/_/_/
pocked,80,0.177777778,0.05,p/A/kt,_/_/p/a/k/t/_/,_/_/p/o/c/k/e/d/
fanged,72,0.16,0.05,f/&/N/d,_/_/f/@/G/d/_/,_/_/f/a/n/g/e/d/
debt,25425,56.5,0.3706897432166923,d/E/t,_/_/d/E/t/_/_/,_/_/d/e/b/t/_/_/
snap,18331,40.73555556,0.3413740999957965,sn/&/p,_/s/n/@/p/_/_/,_/s/n/a/p/_/_/_/
dote,324,0.72,0.05,d/oU/t,_/_/d/o/t/_/_/,_/_/d/o/t/e/_/_/
worked,159,0.353333333,0.05,w/@/rkt,_/_/w/^/r/k/t/,_/_/w/o/r/k/e/d/
bis,420,0.933333333,0.06031307089889162,b/I/s,_/_/b/I/s/_/_/,_/_/b/i/s/_/_/_/
quirk,1346,2.9911111110000004,0.12662577992635993,kw/@/rk,_/k/w/^/r/k/_/,_/_/q/u/i/r/k/_/
quirt,40,0.088888889,0.05,kw/@/rt,_/k/w/^/r/t/_/,_/_/q/u/i/r/t/_/
creel,18,0.04,0.05,kr/i/l,_/k/r/i/l/_/_/,_/c/r/e/e/l/_/_/
creek,17799,39.55333333,0.3387451520675004,kr/i/k,_/k/r/i/k/_/_/,_/c/r/e/e/k/_/_/
creed,1736,3.857777778,0.14460421874728915,kr/i/d,_/k/r/i/d/_/_/,_/c/r/e/e/d/_/_/
creep,6605,14.67777778,0.2517973533103894,kr/i/p,_/k/r/i/p/_/_/,_/c/r/e/e/p/_/_/
yoke,783,1.74,0.09221606464796951,/j/oU/k,_/_/j/o/k/_/_/,_/_/_/y/o/k/e/_/
raised,2987,6.637777777999999,0.18600488626180958,r/eI/zd,_/_/r/e/j/z/d/,_/_/r/a/i/s/e/d/
sob,4932,10.96,0.22703369584640698,s/A/b,_/_/s/a/b/_/_/,_/_/s/o/b/_/_/_/
sod,1624,3.608888889,0.139792472717477,s/A/d,_/_/s/a/d/_/_/,_/_/s/o/d/_/_/_/
son,92889,206.42,0.4880652719037439,s/@/n,_/_/s/^/n/_/_/,_/_/s/o/n/_/_/_/
sot,108,0.24,0.05,s/A/t,_/_/s/a/t/_/_/,_/_/s/o/t/_/_/_/
sow,1905,4.233333333,0.15141708730035577,s/oU/,_/_/s/o/_/_/_/,_/_/s/o/w/_/_/_/
splotch,427,0.948888889,0.06104623577361319,spl/A/tS/,s/p/l/a/C/_/_/,s/p/l/o/t/c/h/_/
leer,591,1.313333333,0.07673003234380414,l/i/r,_/_/l/i/r/_/_/,_/_/l/e/e/r/_/_/
leek,1312,2.915555556,0.12487722061440805,l/i/k,_/_/l/i/k/_/_/,_/_/l/e/e/k/_/_/
snooze,642,1.426666667,0.08110582043887457,sn/u/z,_/s/n/u/z/_/_/,_/s/n/o/o/z/e/_/
breadth,1926,4.28,0.1522292880398558,br/E/d/T/,_/b/r/E/d/T/_/,_/b/r/e/a/d/t/h/
skate,3498,7.773333332999999,0.19868605068685782,sk/eI/t,_/s/k/e/j/t/_/,_/s/k/a/t/e/_/_/
spate,801,1.78,0.09354200104998385,sp/eI/t,_/s/p/e/j/t/_/,_/s/p/a/t/e/_/_/
leave,282520,627.8222222,0.589534885647086,l/i/v,_/_/l/i/v/_/_/,_/_/l/e/a/v/e/_/
sigh,16634,36.96444444,0.33270987730809115,s/aI/,_/_/s/a/j/_/_/,_/_/s/i/g/h/_/_/
sign,101504,225.5644444,0.4961421723312457,s/aI/n,_/_/s/a/j/n/_/,_/_/s/i/g/n/_/_/
melt,10156,22.56888889,0.28909548666635965,m/E/lt,_/_/m/E/l/t/_/,_/_/m/e/l/t/_/_/
meld,915,2.0333333330000003,0.10152077994710726,m/E/ld,_/_/m/E/l/d/_/,_/_/m/e/l/d/_/_/
fake,8580,19.06666667,0.2743780381406769,f/eI/k,_/_/f/e/j/k/_/,_/_/f/a/k/e/_/_/
scope,11690,25.97777778,0.3014542275188935,sk/oU/p,_/s/k/o/p/_/_/,_/s/c/o/p/e/_/_/
stole,109,0.242222222,0.05,st/oU/l,_/s/t/o/l/_/_/,_/s/t/o/l/e/_/_/
so,1111755,2470.566667,0.7147599163864669,s/oU/,_/_/s/o/_/_/_/,_/_/s/o/_/_/_/_/
nymph,737,1.637777778,0.0887375890829327,n/I/mf,_/_/n/I/m/f/_/,_/_/n/y/m/p/h/_/
torn,1811,4.0244444439999985,0.1476904573023605,t/oU/rn,_/_/t/o/r/n/_/,_/_/t/o/r/n/_/_/
tort,1505,3.344444444,0.1343865453138313,t/O/rt,_/_/t/a/r/t/_/,_/_/t/o/r/t/_/_/
torr,22,0.048888889000000005,0.05,t/O/r,_/_/t/a/r/_/_/,_/_/t/o/r/r/_/_/
hop,7290,16.2,0.2602750991348935,h/A/p,_/_/h/a/p/_/_/,_/_/h/o/p/_/_/_/
square,36607,81.34888889,0.40355040825395755,skw/@/r,s/k/w/^/r/_/_/,_/s/q/u/a/r/e/_/
siege,3286,7.302222222,0.19363649792994694,s/i/dZ/,_/_/s/i/J/_/_/,_/_/s/i/e/g/e/_/
mime,779,1.731111111,0.09191878408911328,m/aI/m,_/_/m/a/j/m/_/,_/_/m/i/m/e/_/_/
wrath,1662,3.693333333,0.14145355244886748,r/&/T/,_/_/r/@/T/_/_/,_/w/r/a/t/h/_/_/
bite,19434,43.18666667,0.3465952903449037,b/aI/t,_/_/b/a/j/t/_/,_/_/b/i/t/e/_/_/
cite,21814,48.47555556,0.35693852554123884,s/aI/t,_/_/s/a/j/t/_/,_/_/c/i/t/e/_/_/
slashed,88,0.195555556,0.05,sl/&/S/t,_/s/l/@/S/t/_/,_/s/l/a/s/h/e/d/
damned,3579,7.953333333,0.20054408843236599,d/&/md,_/_/d/@/m/d/_/,_/_/d/a/m/n/e/d/
chert,59,0.131111111,0.05,/tS/@/rt,_/_/C/^/r/t/_/,_/c/h/e/r/t/_/_/
lawn,12218,27.15111111,0.305349177956634,l/O/n,_/_/l/a/n/_/_/,_/_/l/a/w/n/_/_/
drive,132160,293.6888889,0.5201935247874545,dr/aI/v,_/d/r/a/j/v/_/,_/d/r/i/v/e/_/_/
squint,4344,9.653333332999999,0.21644899814501453,skw/I/nt,s/k/w/I/n/t/_/,_/s/q/u/i/n/t/_/
bright,34748,77.21777778,0.39884170288501775,br/aI/t,_/b/r/a/j/t/_/,_/b/r/i/g/h/t/_/
scarce,3524,7.831111111,0.19928658005290364,sk/@/rs,_/s/k/^/r/s/_/,_/s/c/a/r/c/e/_/
clank,759,1.686666667,0.09041771662753664,kl/&/N/k,_/k/l/@/G/k/_/,_/c/l/a/n/k/_/_/
clang,994,2.208888889,0.10666813437375736,kl/&/N/,_/k/l/@/G/_/_/,_/c/l/a/n/g/_/_/
priest,16908,37.57333333,0.3341655560569943,pr/i/st,_/p/r/i/s/t/_/,_/p/r/i/e/s/t/_/
screed,139,0.308888889,0.05,skr/i/d,s/k/r/i/d/_/_/,s/c/r/e/e/d/_/_/
oust,1891,4.202222222,0.1508715864762613,/AU/st,_/_/_/a/w/s/t/,_/_/_/o/u/s/t/_/
mane,1147,2.548888889,0.11588187622900617,m/eI/n,_/_/m/e/j/n/_/,_/_/m/a/n/e/_/_/
gist,567,1.26,0.07459610447195851,/dZ/I/st,_/_/J/I/s/t/_/,_/_/g/i/s/t/_/_/
purse,8340,18.53333333,0.2719135655836298,p/@/rs,_/_/p/^/r/s/_/,_/_/p/u/r/s/e/_/
barbed,1340,2.977777778,0.12631962902810134,b/A/rbd,_/_/b/a/r/b/d/,_/_/b/a/r/b/e/d/
veal,1113,2.473333333,0.11391307090446362,v/i/l,_/_/v/i/l/_/_/,_/_/v/e/a/l/_/_/
poach,1315,2.922222222,0.125032856605204,p/oU/tS/,_/_/p/o/C/_/_/,_/_/p/o/a/c/h/_/
rest,87765,195.0333333,0.4828997663879868,r/E/st,_/_/r/E/s/t/_/,_/_/r/e/s/t/_/_/
dart,5081,11.29111111,0.22953210336944077,d/A/rt,_/_/d/a/r/t/_/,_/_/d/a/r/t/_/_/
dark,74190,164.8666667,0.4676120778052,d/A/rk,_/_/d/a/r/k/_/,_/_/d/a/r/k/_/_/
snarl,1783,3.962222222,0.1465504050420415,sn/A/rl,_/s/n/a/r/l/_/,_/s/n/a/r/l/_/_/
snark,27,0.06,0.05,sn/@/rk,_/s/n/^/r/k/_/,_/s/n/a/r/k/_/_/
darn,1770,3.933333333,0.1460162269517781,d/A/rn,_/_/d/a/r/n/_/,_/_/d/a/r/n/_/_/
dare,9961,22.13555556,0.28739774923209516,d/@/r,_/_/d/^/r/_/_/,_/_/d/a/r/e/_/_/
vale,487,1.082222222,0.06710057285044986,v/eI/l,_/_/v/e/j/l/_/,_/_/v/a/l/e/_/_/
zest,2244,4.986666667,0.16372097593877175,z/E/st,_/_/z/E/s/t/_/,_/_/z/e/s/t/_/_/
legged,112,0.248888889,0.05,l/E/gd,_/_/l/E/g/d/_/,_/_/l/e/g/g/e/d/
hew,493,1.095555556,0.06768454088578478,h/j/u/,_/h/j/u/_/_/_/,_/_/h/e/w/_/_/_/
hep,81,0.18,0.05,h/E/p,_/_/h/E/p/_/_/,_/_/h/e/p/_/_/_/
her,1589146,3531.4355560000013,0.7474335203109591,h/@/r,_/_/h/^/r/_/_/,_/_/h/e/r/_/_/_/
hex,345,0.7666666670000001,0.05206532643758116,h/E/ks,_/_/h/E/k/s/_/,_/_/h/e/x/_/_/_/
hey,32026,71.16888889,0.39147802434173046,h/eI/,_/_/h/e/j/_/_/,_/_/h/e/y/_/_/_/
hem,2090,4.644444444,0.15833571745192082,h/E/m,_/_/h/E/m/_/_/,_/_/h/e/m/_/_/_/
heh,627,1.3933333330000002,0.07984040590615682,h/E/,_/_/h/E/_/_/_/,_/_/h/e/h/_/_/_/
whiz,1084,2.408888889,0.11219965157545354,w/I/z,_/_/w/I/z/_/_/,_/w/h/i/z/_/_/_/
laird,180,0.4,0.05,l/@/rd,_/_/l/^/r/d/_/,_/_/l/a/i/r/d/_/
fright,1109,2.464444444,0.11367863640975837,fr/aI/t,_/f/r/a/j/t/_/,_/f/r/i/g/h/t/_/
tight,24164,53.69777778,0.36611883161353875,t/aI/t,_/_/t/a/j/t/_/,_/_/t/i/g/h/t/_/
snitch,450,1.0,0.06341465642505115,sn/I/tS/,_/s/n/I/C/_/_/,_/s/n/i/t/c/h/_/
mask,14627,32.50444444,0.3212764423271403,m/&/sk,_/_/m/@/s/k/_/,_/_/m/a/s/k/_/_/
mash,1778,3.951111111,0.14634532087314914,m/&/S/,_/_/m/@/S/_/_/,_/_/m/a/s/h/_/_/
mast,1308,2.906666667,0.12466929322609259,m/&/st,_/_/m/@/s/t/_/,_/_/m/a/s/t/_/_/
mass,39049,86.77555556,0.4093889980940186,m/&/s,_/_/m/@/s/_/_/,_/_/m/a/s/s/_/_/
sin,11376,25.28,0.2990567578304528,s/i/n,_/_/s/i/n/_/_/,_/_/s/i/n/_/_/_/
retch,309,0.686666667,0.05,r/E/tS/,_/_/r/E/C/_/_/,_/_/r/e/t/c/h/_/
to,11733607,26074.68222,0.9303194776459084,t/u/,_/_/t/u/_/_/_/,_/_/t/o/_/_/_/_/
tail,12757,28.34888889,0.3091612878801171,t/eI/l,_/_/t/e/j/l/_/,_/_/t/a/i/l/_/_/
ta,8757,19.46,0.2761539756501421,t/A/,_/_/t/a/_/_/_/,_/_/t/a/_/_/_/_/
heist,406,0.902222222,0.058828875961312845,h/aI/st,_/_/h/a/j/s/t/,_/_/h/e/i/s/t/_/
ringed,159,0.353333333,0.05,r/I/N/d,_/_/r/I/G/d/_/,_/_/r/i/n/g/e/d/
gosh,3513,7.806666667000001,0.1990329908530031,g/A/S/,_/_/g/a/S/_/_/,_/_/g/o/s/h/_/_/
fleece,1008,2.24,0.10755086495737673,fl/i/s,_/f/l/i/s/_/_/,_/f/l/e/e/c/e/_/
scam,2671,5.9355555560000015,0.17718127619979981,sk/&/m,_/s/k/@/m/_/_/,_/s/c/a/m/_/_/_/
scan,13071,29.04666667,0.31131098535419316,sk/&/n,_/s/k/@/n/_/_/,_/s/c/a/n/_/_/_/
scab,740,1.644444444,0.08896852231753707,sk/&/b,_/s/k/@/b/_/_/,_/s/c/a/b/_/_/_/
scad,156,0.34666666700000004,0.05,sk/&/d,_/s/k/@/d/_/_/,_/s/c/a/d/_/_/_/
scar,7449,16.55333333,0.2621354603787122,sk/A/r,_/s/k/a/r/_/_/,_/s/c/a/r/_/_/_/
scat,408,0.906666667,0.05904238369363437,sk/&/t,_/s/k/@/t/_/_/,_/s/c/a/t/_/_/_/
shelved,47,0.104444444,0.05,/S/E/lvd,_/_/S/E/l/v/d/,_/s/h/e/l/v/e/d/
mousse,808,1.7955555559999998,0.09405249746472957,m/u/s,_/_/m/u/s/_/_/,_/_/m/o/u/s/s/e/
brit,597,1.326666667,0.07725582698022043,br/i/t,_/b/r/i/t/_/_/,_/b/r/i/t/_/_/_/
brim,2321,5.157777778,0.1662992167464129,br/I/m,_/b/r/I/m/_/_/,_/b/r/i/m/_/_/_/
brig,844,1.875555556,0.09663383513447255,br/I/g,_/b/r/I/g/_/_/,_/b/r/i/g/_/_/_/
brie,181,0.402222222,0.05,br/i/,_/b/r/i/_/_/_/,_/b/r/i/e/_/_/_/
laced,40,0.088888889,0.05,l/eI/st,_/_/l/e/j/s/t/,_/_/l/a/c/e/d/_/
wry,1185,2.633333333,0.11803330233292339,r/aI/,_/_/r/a/j/_/_/,_/w/r/y/_/_/_/_/
fount,121,0.268888889,0.05,f/AU/nt,_/_/f/a/w/n/t/,_/_/f/o/u/n/t/_/
found,13112,29.13777778,0.31158798651680625,f/AU/nd,_/_/f/a/w/n/d/,_/_/f/o/u/n/d/_/
foal,308,0.684444444,0.05,f/oU/l,_/_/f/o/l/_/_/,_/_/f/o/a/l/_/_/
guess,59350,131.88888889999998,0.44733184860642605,g/E/s,_/_/g/E/s/_/_/,_/_/g/u/e/s/s/_/
guest,34132,75.84888889,0.3972263953921983,g/E/st,_/_/g/E/s/t/_/,_/_/g/u/e/s/t/_/
jet,16434,36.52,0.3316325213651954,/dZ/E/t,_/_/J/E/t/_/_/,_/_/j/e/t/_/_/_/
grooved,71,0.157777778,0.05,gr/u/vd,_/g/r/u/v/d/_/,_/g/r/o/o/v/e/d/
taught,197,0.437777778,0.05,t/O/t,_/_/t/a/t/_/_/,_/_/t/a/u/g/h/t/
chomp,509,1.1311111109999998,0.06922380762901476,/tS/A/mp,_/_/C/a/m/p/_/,_/c/h/o/m/p/_/_/
frail,2039,4.531111111,0.15648006086965194,fr/eI/l,_/f/r/e/j/l/_/,_/f/r/a/i/l/_/_/
golf,23076,51.28,0.3619827323821156,g/A/lf,_/_/g/a/l/f/_/,_/_/g/o/l/f/_/_/
freight,2303,5.117777778,0.1657029857490843,fr/eI/t,_/f/r/e/j/t/_/,_/f/r/e/i/g/h/t/
cry,39589,87.97555556,0.41063127938502836,kr/aI/,_/k/r/a/j/_/_/,_/c/r/y/_/_/_/_/
jade,1419,3.153333333,0.13027080484628403,/dZ/eI/d,_/_/J/e/j/d/_/,_/_/j/a/d/e/_/_/
death,107125,238.0555556,0.5010520180240265,d/E/T/,_/_/d/E/T/_/_/,_/_/d/e/a/t/h/_/
thou,2338,5.195555556,0.1668587781903123,/D/AU/,_/_/D/a/w/_/_/,_/t/h/o/u/_/_/_/
church,97580,216.8444444,0.4925514347166573,/tS/@/r/tS/,_/_/C/^/r/C/_/,_/c/h/u/r/c/h/_/
sine,384,0.8533333329999999,0.056446805028758304,s/aI/n,_/_/s/a/j/n/_/,_/_/s/i/n/e/_/_/
glitz,444,0.986666667,0.06280269422326985,gl/I/ts,_/g/l/I/t/s/_/,_/g/l/i/t/z/_/_/
amp,722,1.604444444,0.08757409719790331,/&/mp,_/_/_/@/m/p/_/,_/_/_/a/m/p/_/_/
scape,107,0.237777778,0.05,sk/eI/p,_/s/k/e/j/p/_/,_/s/c/a/p/e/_/_/
palp,30,0.066666667,0.05,p/&/lp,_/_/p/@/l/p/_/,_/_/p/a/l/p/_/_/
palm,19205,42.67777778,0.3455355271400748,p/A/m,_/_/p/a/m/_/_/,_/_/p/a/l/m/_/_/
pall,454,1.008888889,0.06382036889252814,p/O/l,_/_/p/a/l/_/_/,_/_/p/a/l/l/_/_/
sprint,4598,10.21777778,0.22117224869040952,spr/I/nt,s/p/r/I/n/t/_/,s/p/r/i/n/t/_/_/
pale,14191,31.53555556,0.31859176405326217,p/eI/l,_/_/p/e/j/l/_/,_/_/p/a/l/e/_/_/
suit,41217,91.59333333,0.41427757698232043,s/u/t,_/_/s/u/t/_/_/,_/_/s/u/i/t/_/_/
slump,5507,12.23777778,0.23632036441868484,sl/@/mp,_/s/l/^/m/p/_/,_/s/l/u/m/p/_/_/
up,1026308,2280.684444,0.7074465234536353,/@/p,_/_/_/^/p/_/_/,_/_/_/u/p/_/_/_/
us,417833,928.5177778,0.6252899875928172,/@/s,_/_/_/^/s/_/_/,_/_/_/u/s/_/_/_/
scratch,10879,24.17555556,0.29512874871181666,skr/&/tS/,s/k/r/@/C/_/_/,s/c/r/a/t/c/h/_/
young,184496,409.9911111,0.5506271395869697,/j/@/N/,_/_/j/^/G/_/_/,_/_/_/y/o/u/n/g/
prig,44,0.097777778,0.05,pr/I/g,_/p/r/I/g/_/_/,_/p/r/i/g/_/_/_/
wipe,14855,33.01111111,0.3226496013084751,w/aI/p,_/_/w/a/j/p/_/,_/_/w/i/p/e/_/_/
eve,6657,14.79333333,0.2524692072419411,/i/v,_/_/_/i/v/_/_/,_/_/_/e/v/e/_/_/
try,343744,763.8755556,0.6074541451821415,tr/aI/,_/t/r/a/j/_/_/,_/t/r/y/_/_/_/_/
race,71428,158.7288889,0.4641624016756297,r/eI/s,_/_/r/e/j/s/_/,_/_/r/a/c/e/_/_/
trite,335,0.7444444440000001,0.050907234853051986,tr/aI/t,_/t/r/a/j/t/_/,_/t/r/i/t/e/_/_/
rack,10147,22.54888889,0.2890178191530352,r/&/k,_/_/r/@/k/_/_/,_/_/r/a/c/k/_/_/
pledge,9695,21.54444444,0.28502985960369515,pl/E/dZ/,_/p/l/E/J/_/_/,_/p/l/e/d/g/e/_/
punch,12786,28.41333333,0.3093619574849875,p/@/n/tS/,_/_/p/^/n/C/_/,_/_/p/u/n/c/h/_/
screech,2655,5.9,0.176711050884603,skr/i/tS/,s/k/r/i/C/_/_/,s/c/r/e/e/c/h/_/
hootch,22,0.048888889000000005,0.05,h/u/tS/,_/_/h/u/C/_/_/,_/_/h/o/o/t/c/h/
pawn,1413,3.14,0.12997663093346937,p/O/n,_/_/p/a/n/_/_/,_/_/p/a/w/n/_/_/
slim,5978,13.28444444,0.24328227710904723,sl/I/m,_/s/l/I/m/_/_/,_/s/l/i/m/_/_/_/
slip,28597,63.54888889,0.3812692297472284,sl/I/p,_/s/l/I/p/_/_/,_/s/l/i/p/_/_/_/
nones,17,0.037777778,0.05,n/oU/nz,_/_/n/o/n/z/_/,_/_/n/o/n/e/s/_/
hawk,6003,13.34,0.24363740533104927,h/O/k,_/_/h/a/k/_/_/,_/_/h/a/w/k/_/_/
sprue,18,0.04,0.05,spr/u/,s/p/r/u/_/_/_/,s/p/r/u/e/_/_/_/
writ,512,1.137777778,0.06950955907917158,r/I/t,_/_/r/I/t/_/_/,_/w/r/i/t/_/_/_/
move,186344,414.0977778,0.5515367604900054,m/u/v,_/_/m/u/v/_/_/,_/_/m/o/v/e/_/_/
swain,19,0.042222222,0.05,sw/eI/n,_/s/w/e/j/n/_/,_/s/w/a/i/n/_/_/
dock,7338,16.30666667,0.26084071461927794,d/A/k,_/_/d/a/k/_/_/,_/_/d/o/c/k/_/_/
truth,51392,114.2044444,0.4342669005556437,tr/u/T/,_/t/r/u/T/_/_/,_/t/r/u/t/h/_/_/
mete,438,0.973333333,0.06218661098660116,m/i/t,_/_/m/i/t/_/_/,_/_/m/e/t/e/_/_/
graze,2293,5.095555556,0.16537005958320197,gr/eI/z,_/g/r/e/j/z/_/,_/g/r/a/z/e/_/_/
loo,284,0.6311111110000001,0.05,l/u/,_/_/l/u/_/_/_/,_/_/l/o/o/_/_/_/
prang,22,0.048888889000000005,0.05,pr/&/N/,_/p/r/@/G/_/_/,_/p/r/a/n/g/_/_/
prank,924,2.0533333330000003,0.1021220176664061,pr/&/N/k,_/p/r/@/G/k/_/,_/p/r/a/n/k/_/_/
vouch,525,1.166666667,0.07073760450673242,v/AU/tS/,_/_/v/a/w/C/_/,_/_/v/o/u/c/h/_/
lox,139,0.308888889,0.05,l/A/ks,_/_/l/a/k/s/_/,_/_/l/o/x/_/_/_/
