wordform,word_class,sum_freq,norm_freq,Moby_pron,Rep_P,Rep_O
sot,nn,108.0,0.24,s/A/t,_/_/s/a/t/_/_/,_/_/s/o/t/_/_/_/
sow,vv,661.0,1.468888888888889,s/oU/,_/_/s/o/_/_/_/,_/_/s/o/w/_/_/_/
sow,nn,483.0,1.0733333333333333,s/oU/,_/_/s/o/_/_/_/,_/_/s/o/w/_/_/_/
soy,jj,4577.0,10.171111111111111,s/Oi/,_/_/s/o/j/_/_/,_/_/s/o/y/_/_/_/
beech,nn,634.0,1.4088888888888889,b/i/tS/,_/_/b/i/C/_/_/,_/_/b/e/e/c/h/_/
splotch,nn,97.0,0.21555555555555556,spl/A/tS/,s/p/l/a/C/_/_/,s/p/l/o/t/c/h/_/
leer,nn,178.0,0.39555555555555555,l/i/r,_/_/l/i/r/_/_/,_/_/l/e/e/r/_/_/
leer,vv,63.0,0.14,l/i/r,_/_/l/i/r/_/_/,_/_/l/e/e/r/_/_/
leek,nn,383.0,0.8511111111111112,l/i/k,_/_/l/i/k/_/_/,_/_/l/e/e/k/_/_/
snooze,nn,235.0,0.5222222222222223,sn/u/z,_/s/n/u/z/_/_/,_/s/n/o/o/z/e/_/
snooze,vv,164.0,0.36444444444444446,sn/u/z,_/s/n/u/z/_/_/,_/s/n/o/o/z/e/_/
breadth,nn,1926.0,4.28,br/E/d/T/,_/b/r/E/d/T/_/,_/b/r/e/a/d/t/h/
skate,vv,1035.0,2.3,sk/eI/t,_/s/k/e/j/t/_/,_/s/k/a/t/e/_/_/
skate,nn,773.0,1.7177777777777778,sk/eI/t,_/s/k/e/j/t/_/,_/s/k/a/t/e/_/_/
spate,nn,778.0,1.728888888888889,sp/eI/t,_/s/p/e/j/t/_/,_/s/p/a/t/e/_/_/
leave,vv,79120.0,175.82222222222222,l/i/v,_/_/l/i/v/_/_/,_/_/l/e/a/v/e/_/
left,vv,74374.0,165.27555555555554,l/E/ft,_/_/l/E/f/t/_/,_/_/l/e/f/t/_/_/
leaves,vv,17014.0,37.80888888888889,l/i/vz,_/_/l/i/v/z/_/,_/_/l/e/a/v/e/s/
leave,nn,5818.0,12.928888888888888,l/i/v,_/_/l/i/v/_/_/,_/_/l/e/a/v/e/_/
pecs,nn,120.0,0.26666666666666666,p/@/tS/,_/_/p/^/C/_/_/,_/_/p/e/c/s/_/_/
sigh,nn,4448.0,9.884444444444444,s/aI/,_/_/s/a/j/_/_/,_/_/s/i/g/h/_/_/
sigh,vv,497.0,1.1044444444444443,s/aI/,_/_/s/a/j/_/_/,_/_/s/i/g/h/_/_/
sign,nn,31800.0,70.66666666666667,s/aI/n,_/_/s/a/j/n/_/,_/_/s/i/g/n/_/_/
sign,vv,14530.0,32.28888888888889,s/aI/n,_/_/s/a/j/n/_/,_/_/s/i/g/n/_/_/
melt,vv,3810.0,8.466666666666667,m/E/lt,_/_/m/E/l/t/_/,_/_/m/e/l/t/_/_/
melt,nn,142.0,0.31555555555555553,m/E/lt,_/_/m/E/l/t/_/,_/_/m/e/l/t/_/_/
meld,vv,323.0,0.7177777777777777,m/E/ld,_/_/m/E/l/d/_/,_/_/m/e/l/d/_/_/
meld,nn,103.0,0.2288888888888889,m/E/ld,_/_/m/E/l/d/_/,_/_/m/e/l/d/_/_/
fake,jj,5698.0,12.662222222222223,f/eI/k,_/_/f/e/j/k/_/,_/_/f/a/k/e/_/_/
fake,vv,943.0,2.0955555555555554,f/eI/k,_/_/f/e/j/k/_/,_/_/f/a/k/e/_/_/
fake,nn,114.0,0.25333333333333335,f/eI/k,_/_/f/e/j/k/_/,_/_/f/a/k/e/_/_/
scope,nn,10447.0,23.215555555555557,sk/oU/p,_/s/k/o/p/_/_/,_/s/c/o/p/e/_/_/
scopes,nn,1017.0,2.26,sk/oU/ps,_/s/k/o/p/s/_/,_/s/c/o/p/e/s/_/
stole,nn,78.0,0.17333333333333334,st/oU/l,_/s/t/o/l/_/_/,_/s/t/o/l/e/_/_/
so,rr,896924.0,1993.1644444444444,s/oU/,_/_/s/o/_/_/_/,_/_/s/o/_/_/_/_/
so,cs,214831.0,477.40222222222224,s/oU/,_/_/s/o/_/_/_/,_/_/s/o/_/_/_/_/
nymph,nn,372.0,0.8266666666666667,n/I/mf,_/_/n/I/m/f/_/,_/_/n/y/m/p/h/_/
torn,jj,1811.0,4.024444444444445,t/oU/rn,_/_/t/o/r/n/_/,_/_/t/o/r/n/_/_/
tort,nn,1322.0,2.937777777777778,t/O/rt,_/_/t/a/r/t/_/,_/_/t/o/r/t/_/_/
torr,nn,22.0,0.04888888888888889,t/O/r,_/_/t/a/r/_/_/,_/_/t/o/r/r/_/_/
square,nn,16845.0,37.43333333333333,skw/@/r,s/k/w/^/r/_/_/,_/s/q/u/a/r/e/_/
square,jj,14266.0,31.702222222222222,skw/@/r,s/k/w/^/r/_/_/,_/s/q/u/a/r/e/_/
square,vv,1131.0,2.513333333333333,skw/@/r,s/k/w/^/r/_/_/,_/s/q/u/a/r/e/_/
siege,nn,3197.0,7.104444444444445,s/i/dZ/,_/_/s/i/J/_/_/,_/_/s/i/e/g/e/_/
mime,nn,292.0,0.6488888888888888,m/aI/m,_/_/m/a/j/m/_/,_/_/m/i/m/e/_/_/
mime,vv,110.0,0.24444444444444444,m/aI/m,_/_/m/a/j/m/_/,_/_/m/i/m/e/_/_/
wrath,nn,1662.0,3.6933333333333334,r/&/T/,_/_/r/@/T/_/_/,_/w/r/a/t/h/_/_/
bite,nn,5865.0,13.033333333333333,b/aI/t,_/_/b/a/j/t/_/,_/_/b/i/t/e/_/_/
bit,vv,3872.0,8.604444444444445,b/I/t,_/_/b/I/t/_/_/,_/_/b/i/t/_/_/_/
bite,vv,3484.0,7.742222222222222,b/aI/t,_/_/b/a/j/t/_/,_/_/b/i/t/e/_/_/
cite,vv,2989.0,6.642222222222222,s/aI/t,_/_/s/a/j/t/_/,_/_/c/i/t/e/_/_/
slashed,jj,88.0,0.19555555555555557,sl/&/S/t,_/s/l/@/S/t/_/,_/s/l/a/s/h/e/d/
damned,jj,2235.0,4.966666666666667,d/&/md,_/_/d/@/m/d/_/,_/_/d/a/m/n/e/d/
damned,rr,1132.0,2.5155555555555558,d/&/md,_/_/d/@/m/d/_/,_/_/d/a/m/n/e/d/
chert,nn,59.0,0.13111111111111112,/tS/@/rt,_/_/C/^/r/t/_/,_/c/h/e/r/t/_/_/
lawn,nn,10194.0,22.653333333333332,l/O/n,_/_/l/a/n/_/_/,_/_/l/a/w/n/_/_/
drive,vv,28980.0,64.4,dr/aI/v,_/d/r/a/j/v/_/,_/d/r/i/v/e/_/_/
drive,nn,26758.0,59.46222222222222,dr/aI/v,_/d/r/a/j/v/_/,_/d/r/i/v/e/_/_/
drove,vv,20247.0,44.99333333333333,dr/oU/v,_/d/r/o/v/_/_/,_/d/r/o/v/e/_/_/
squint,vv,571.0,1.268888888888889,skw/I/nt,s/k/w/I/n/t/_/,_/s/q/u/i/n/t/_/
squint,nn,137.0,0.30444444444444446,skw/I/nt,s/k/w/I/n/t/_/,_/s/q/u/i/n/t/_/
bright,jj,28807.0,64.01555555555555,br/aI/t,_/b/r/a/j/t/_/,_/b/r/i/g/h/t/_/
scarce,jj,3118.0,6.928888888888889,sk/@/rs,_/s/k/^/r/s/_/,_/s/c/a/r/c/e/_/
scarce,rr,217.0,0.4822222222222222,sk/@/rs,_/s/k/^/r/s/_/,_/s/c/a/r/c/e/_/
clank,nn,161.0,0.35777777777777775,kl/&/N/k,_/k/l/@/G/k/_/,_/c/l/a/n/k/_/_/
clank,vv,67.0,0.14888888888888888,kl/&/N/k,_/k/l/@/G/k/_/,_/c/l/a/n/k/_/_/
clang,nn,270.0,0.6,kl/&/N/,_/k/l/@/G/_/_/,_/c/l/a/n/g/_/_/
clang,vv,99.0,0.22,kl/&/N/,_/k/l/@/G/_/_/,_/c/l/a/n/g/_/_/
priest,nn,10520.0,23.377777777777776,pr/i/st,_/p/r/i/s/t/_/,_/p/r/i/e/s/t/_/
screed,nn,112.0,0.24888888888888888,skr/i/d,s/k/r/i/d/_/_/,s/c/r/e/e/d/_/_/
oust,vv,659.0,1.4644444444444444,/AU/st,_/_/_/a/w/s/t/,_/_/_/o/u/s/t/_/
mane,nn,1010.0,2.2444444444444445,m/eI/n,_/_/m/e/j/n/_/,_/_/m/a/n/e/_/_/
gist,nn,567.0,1.26,/dZ/I/st,_/_/J/I/s/t/_/,_/_/g/i/s/t/_/_/
purse,nn,6546.0,14.546666666666667,p/@/rs,_/_/p/^/r/s/_/,_/_/p/u/r/s/e/_/
purse,vv,83.0,0.18444444444444444,p/@/rs,_/_/p/^/r/s/_/,_/_/p/u/r/s/e/_/
barbed,jj,1340.0,2.977777777777778,b/A/rbd,_/_/b/a/r/b/d/,_/_/b/a/r/b/e/d/
veal,nn,1113.0,2.473333333333333,v/i/l,_/_/v/i/l/_/_/,_/_/v/e/a/l/_/_/
poach,vv,209.0,0.46444444444444444,p/oU/tS/,_/_/p/o/C/_/_/,_/_/p/o/a/c/h/_/
rest,nn,64415.0,143.14444444444445,r/E/st,_/_/r/E/s/t/_/,_/_/r/e/s/t/_/_/
rest,vv,9461.0,21.024444444444445,r/E/st,_/_/r/E/s/t/_/,_/_/r/e/s/t/_/_/
dart,nn,1073.0,2.3844444444444446,d/A/rt,_/_/d/a/r/t/_/,_/_/d/a/r/t/_/_/
dart,vv,662.0,1.471111111111111,d/A/rt,_/_/d/a/r/t/_/,_/_/d/a/r/t/_/_/
dark,jj,49083.0,109.07333333333334,d/A/rk,_/_/d/a/r/k/_/,_/_/d/a/r/k/_/_/
dark,nn,18960.0,42.13333333333333,d/A/rk,_/_/d/a/r/k/_/,_/_/d/a/r/k/_/_/
snarl,nn,456.0,1.0133333333333334,sn/A/rl,_/s/n/a/r/l/_/,_/s/n/a/r/l/_/_/
snarl,vv,115.0,0.25555555555555554,sn/A/rl,_/s/n/a/r/l/_/,_/s/n/a/r/l/_/_/
snark,nn,27.0,0.06,sn/@/rk,_/s/n/^/r/k/_/,_/s/n/a/r/k/_/_/
darn,jj,1188.0,2.64,d/A/rn,_/_/d/a/r/n/_/,_/_/d/a/r/n/_/_/
darn,uh,206.0,0.4577777777777778,d/A/rn,_/_/d/a/r/n/_/,_/_/d/a/r/n/_/_/
darn,vv,149.0,0.33111111111111113,d/A/rn,_/_/d/a/r/n/_/,_/_/d/a/r/n/_/_/
darned,vv,115.0,0.25555555555555554,d/A/rnd,_/_/d/a/r/n/d/,_/_/d/a/r/n/e/d/
dare,vv,5178.0,11.506666666666666,d/@/r,_/_/d/^/r/_/_/,_/_/d/a/r/e/_/_/
dare,vm,717.0,1.5933333333333333,d/@/r,_/_/d/^/r/_/_/,_/_/d/a/r/e/_/_/
dare,nn,224.0,0.49777777777777776,d/@/r,_/_/d/^/r/_/_/,_/_/d/a/r/e/_/_/
vale,nn,448.0,0.9955555555555555,v/eI/l,_/_/v/e/j/l/_/,_/_/v/a/l/e/_/_/
zest,nn,2225.0,4.944444444444445,z/E/st,_/_/z/E/s/t/_/,_/_/z/e/s/t/_/_/
legged,jj,112.0,0.24888888888888888,l/E/gd,_/_/l/E/g/d/_/,_/_/l/e/g/g/e/d/
hew,vv,291.0,0.6466666666666666,h/j/u/,_/h/j/u/_/_/_/,_/_/h/e/w/_/_/_/
hep,nn,81.0,0.18,h/E/p,_/_/h/E/p/_/_/,_/_/h/e/p/_/_/_/
her,ap,1127332.0,2505.182222222222,h/@/r,_/_/h/^/r/_/_/,_/_/h/e/r/_/_/_/
her,pp,461605.0,1025.7888888888888,h/@/r,_/_/h/^/r/_/_/,_/_/h/e/r/_/_/_/
her,jj,209.0,0.46444444444444444,h/@/r,_/_/h/^/r/_/_/,_/_/h/e/r/_/_/_/
hex,nn,279.0,0.62,h/E/ks,_/_/h/E/k/s/_/,_/_/h/e/x/_/_/_/
hex,vv,49.0,0.10888888888888888,h/E/ks,_/_/h/E/k/s/_/,_/_/h/e/x/_/_/_/
hey,uh,32026.0,71.16888888888889,h/eI/,_/_/h/e/j/_/_/,_/_/h/e/y/_/_/_/
hem,nn,1320.0,2.933333333333333,h/E/m,_/_/h/E/m/_/_/,_/_/h/e/m/_/_/_/
hem,vv,94.0,0.2088888888888889,h/E/m,_/_/h/E/m/_/_/,_/_/h/e/m/_/_/_/
hen,nn,1423.0,3.1622222222222223,h/E/n,_/_/h/E/n/_/_/,_/_/h/e/n/_/_/_/
heh,uh,627.0,1.3933333333333333,h/E/,_/_/h/E/_/_/_/,_/_/h/e/h/_/_/_/
whiz,nn,611.0,1.3577777777777778,w/I/z,_/_/w/I/z/_/_/,_/w/h/i/z/_/_/_/
whiz,vv,292.0,0.6488888888888888,w/I/z,_/_/w/I/z/_/_/,_/w/h/i/z/_/_/_/
laird,nn,180.0,0.4,l/@/rd,_/_/l/^/r/d/_/,_/_/l/a/i/r/d/_/
fright,nn,1079.0,2.397777777777778,fr/aI/t,_/f/r/a/j/t/_/,_/f/r/i/g/h/t/_/
tight,jj,10884.0,24.186666666666667,t/aI/t,_/_/t/a/j/t/_/,_/_/t/i/g/h/t/_/
tight,rr,10312.0,22.915555555555557,t/aI/t,_/_/t/a/j/t/_/,_/_/t/i/g/h/t/_/
snitch,nn,201.0,0.44666666666666666,sn/I/tS/,_/s/n/I/C/_/_/,_/s/n/i/t/c/h/_/
snitch,vv,65.0,0.14444444444444443,sn/I/tS/,_/s/n/I/C/_/_/,_/s/n/i/t/c/h/_/
mask,nn,8271.0,18.38,m/&/sk,_/_/m/@/s/k/_/,_/_/m/a/s/k/_/_/
mask,vv,1135.0,2.522222222222222,m/&/sk,_/_/m/@/s/k/_/,_/_/m/a/s/k/_/_/
masked,vv,531.0,1.18,m/&/skt,_/_/m/@/s/k/t/,_/_/m/a/s/k/e/d/
mash,vv,712.0,1.5822222222222222,m/&/S/,_/_/m/@/S/_/_/,_/_/m/a/s/h/_/_/
mash,nn,430.0,0.9555555555555556,m/&/S/,_/_/m/@/S/_/_/,_/_/m/a/s/h/_/_/
mast,nn,992.0,2.2044444444444444,m/&/st,_/_/m/@/s/t/_/,_/_/m/a/s/t/_/_/
mass,jj,17779.0,39.50888888888889,m/&/s,_/_/m/@/s/_/_/,_/_/m/a/s/s/_/_/
mass,nn,14978.0,33.284444444444446,m/&/s,_/_/m/@/s/_/_/,_/_/m/a/s/s/_/_/
mass,vv,25.0,0.05555555555555555,m/&/s,_/_/m/@/s/_/_/,_/_/m/a/s/s/_/_/
retch,vv,82.0,0.18222222222222223,r/E/tS/,_/_/r/E/C/_/_/,_/_/r/e/t/c/h/_/
to,to,7277326.0,16171.835555555555,t/u/,_/_/t/u/_/_/_/,_/_/t/o/_/_/_/_/
to,ii,4456281.0,9902.846666666666,t/u/,_/_/t/u/_/_/_/,_/_/t/o/_/_/_/_/
tail,nn,9872.0,21.93777777777778,t/eI/l,_/_/t/e/j/l/_/,_/_/t/a/i/l/_/_/
tail,vv,44.0,0.09777777777777778,t/eI/l,_/_/t/e/j/l/_/,_/_/t/a/i/l/_/_/
ta,to,7358.0,16.351111111111113,t/A/,_/_/t/a/_/_/_/,_/_/t/a/_/_/_/_/
ta,uh,1399.0,3.108888888888889,t/A/,_/_/t/a/_/_/_/,_/_/t/a/_/_/_/_/
heist,nn,358.0,0.7955555555555556,h/aI/st,_/_/h/a/j/s/t/,_/_/h/e/i/s/t/_/
large,jj,131200.0,291.55555555555554,l/A/r/dZ/,_/_/l/a/r/J/_/,_/_/l/a/r/g/e/_/
ringed,jj,159.0,0.35333333333333333,r/I/N/d,_/_/r/I/G/d/_/,_/_/r/i/n/g/e/d/
gosh,uh,3513.0,7.806666666666667,g/A/S/,_/_/g/a/S/_/_/,_/_/g/o/s/h/_/_/
pearl,nn,2554.0,5.6755555555555555,p/@/rl,_/_/p/^/r/l/_/,_/_/p/e/a/r/l/_/
fleece,nn,715.0,1.5888888888888888,fl/i/s,_/f/l/i/s/_/_/,_/f/l/e/e/c/e/_/
fleece,vv,152.0,0.3377777777777778,fl/i/s,_/f/l/i/s/_/_/,_/f/l/e/e/c/e/_/
prompt,vv,1505.0,3.3444444444444446,pr/A/mpt,_/p/r/a/m/p/t/,_/p/r/o/m/p/t/_/
prompt,jj,829.0,1.8422222222222222,pr/A/mpt,_/p/r/a/m/p/t/,_/p/r/o/m/p/t/_/
prompt,nn,548.0,1.2177777777777778,pr/A/mpt,_/p/r/a/m/p/t/,_/p/r/o/m/p/t/_/
scan,nn,2539.0,5.642222222222222,sk/&/n,_/s/k/@/n/_/_/,_/s/c/a/n/_/_/_/
scan,vv,2072.0,4.604444444444445,sk/&/n,_/s/k/@/n/_/_/,_/s/c/a/n/_/_/_/
scar,nn,2773.0,6.162222222222222,sk/A/r,_/s/k/a/r/_/_/,_/s/c/a/r/_/_/_/
scar,vv,256.0,0.5688888888888889,sk/A/r,_/s/k/a/r/_/_/,_/s/c/a/r/_/_/_/
scat,nn,360.0,0.8,sk/&/t,_/s/k/@/t/_/_/,_/s/c/a/t/_/_/_/
shelved,jj,47.0,0.10444444444444445,/S/E/lvd,_/_/S/E/l/v/d/,_/s/h/e/l/v/e/d/
mousse,nn,780.0,1.7333333333333334,m/u/s,_/_/m/u/s/_/_/,_/_/m/o/u/s/s/e/
brim,nn,1046.0,2.3244444444444445,br/I/m,_/b/r/I/m/_/_/,_/b/r/i/m/_/_/_/
brim,vv,105.0,0.23333333333333334,br/I/m,_/b/r/I/m/_/_/,_/b/r/i/m/_/_/_/
brig,nn,844.0,1.8755555555555556,br/I/g,_/b/r/I/g/_/_/,_/b/r/i/g/_/_/_/
brie,nn,181.0,0.4022222222222222,br/i/,_/b/r/i/_/_/_/,_/b/r/i/e/_/_/_/
laced,jj,40.0,0.08888888888888889,l/eI/st,_/_/l/e/j/s/t/,_/_/l/a/c/e/d/_/
wry,jj,1185.0,2.6333333333333333,r/aI/,_/_/r/a/j/_/_/,_/w/r/y/_/_/_/_/
fount,nn,121.0,0.2688888888888889,f/AU/nt,_/_/f/a/w/n/t/,_/_/f/o/u/n/t/_/
found,vv,87.0,0.19333333333333333,f/AU/nd,_/_/f/a/w/n/d/,_/_/f/o/u/n/d/_/
guess,vv,48300.0,107.33333333333333,g/E/s,_/_/g/E/s/_/_/,_/_/g/u/e/s/s/_/
guess,nn,4518.0,10.04,g/E/s,_/_/g/E/s/_/_/,_/_/g/u/e/s/s/_/
guest,nn,16354.0,36.34222222222222,g/E/st,_/_/g/E/s/t/_/,_/_/g/u/e/s/t/_/
jet,nn,9723.0,21.606666666666666,/dZ/E/t,_/_/J/E/t/_/_/,_/_/j/e/t/_/_/_/
taught,jj,197.0,0.43777777777777777,t/O/t,_/_/t/a/t/_/_/,_/_/t/a/u/g/h/t/
crop,nn,7592.0,16.871111111111112,kr/A/p,_/k/r/a/p/_/_/,_/c/r/o/p/_/_/_/
crop,vv,495.0,1.1,kr/A/p,_/k/r/a/p/_/_/,_/c/r/o/p/_/_/_/
frail,jj,1985.0,4.411111111111111,fr/eI/l,_/f/r/e/j/l/_/,_/f/r/a/i/l/_/_/
golf,nn,22972.0,51.04888888888889,g/A/lf,_/_/g/a/l/f/_/,_/_/g/o/l/f/_/_/
gold,nn,34928.0,77.61777777777777,g/oU/ld,_/_/g/o/l/d/_/,_/_/g/o/l/d/_/_/
gold,jj,2220.0,4.933333333333334,g/oU/ld,_/_/g/o/l/d/_/,_/_/g/o/l/d/_/_/
freight,nn,2132.0,4.737777777777778,fr/eI/t,_/f/r/e/j/t/_/,_/f/r/e/i/g/h/t/
cried,vv,10759.0,23.90888888888889,kr/aI/d,_/k/r/a/j/d/_/,_/c/r/i/e/d/_/_/
cry,vv,10361.0,23.024444444444445,kr/aI/,_/k/r/a/j/_/_/,_/c/r/y/_/_/_/_/
cry,nn,6919.0,15.375555555555556,kr/aI/,_/k/r/a/j/_/_/,_/c/r/y/_/_/_/_/
jade,nn,1388.0,3.0844444444444443,/dZ/eI/d,_/_/J/e/j/d/_/,_/_/j/a/d/e/_/_/
fish,nn,45612.0,101.36,f/I/S/,_/_/f/I/S/_/_/,_/_/f/i/s/h/_/_/
fish,vv,3211.0,7.135555555555555,f/I/S/,_/_/f/I/S/_/_/,_/_/f/i/s/h/_/_/
death,nn,94931.0,210.95777777777778,d/E/T/,_/_/d/E/T/_/_/,_/_/d/e/a/t/h/_/
thou,pp,2338.0,5.195555555555556,/D/AU/,_/_/D/a/w/_/_/,_/t/h/o/u/_/_/_/
church,nn,84939.0,188.75333333333333,/tS/@/r/tS/,_/_/C/^/r/C/_/,_/c/h/u/r/c/h/_/
glitz,nn,444.0,0.9866666666666667,gl/I/ts,_/g/l/I/t/s/_/,_/g/l/i/t/z/_/_/
amp,nn,358.0,0.7955555555555556,/&/mp,_/_/_/@/m/p/_/,_/_/_/a/m/p/_/_/
scape,nn,62.0,0.13777777777777778,sk/eI/p,_/s/k/e/j/p/_/,_/s/c/a/p/e/_/_/
limb,nn,4237.0,9.415555555555555,l/I/m,_/_/l/I/m/_/_/,_/_/l/i/m/b/_/_/
limbed,vv,17.0,0.03777777777777778,l/I/md,_/_/l/I/m/d/_/,_/_/l/i/m/b/e/d/
pall,nn,402.0,0.8933333333333333,p/O/l,_/_/p/a/l/_/_/,_/_/p/a/l/l/_/_/
sprint,nn,1846.0,4.102222222222222,spr/I/nt,s/p/r/I/n/t/_/,s/p/r/i/n/t/_/_/
sprint,vv,826.0,1.8355555555555556,spr/I/nt,s/p/r/I/n/t/_/,s/p/r/i/n/t/_/_/
pale,jj,12875.0,28.61111111111111,p/eI/l,_/_/p/e/j/l/_/,_/_/p/a/l/e/_/_/
paled,vv,304.0,0.6755555555555556,p/eI/ld,_/_/p/e/j/l/d/,_/_/p/a/l/e/d/_/
pale,vv,44.0,0.09777777777777778,p/eI/l,_/_/p/e/j/l/_/,_/_/p/a/l/e/_/_/
slump,nn,1633.0,3.628888888888889,sl/@/mp,_/s/l/^/m/p/_/,_/s/l/u/m/p/_/_/
slump,vv,338.0,0.7511111111111111,sl/@/mp,_/s/l/^/m/p/_/,_/s/l/u/m/p/_/_/
up,rr,919716.0,2043.8133333333333,/@/p,_/_/_/^/p/_/_/,_/_/_/u/p/_/_/_/
up,ii,97826.0,217.39111111111112,/@/p,_/_/_/^/p/_/_/,_/_/_/u/p/_/_/_/
up,jj,3641.0,8.091111111111111,/@/p,_/_/_/^/p/_/_/,_/_/_/u/p/_/_/_/
up,vv,671.0,1.491111111111111,/@/p,_/_/_/^/p/_/_/,_/_/_/u/p/_/_/_/
up,nn,355.0,0.7888888888888889,/@/p,_/_/_/^/p/_/_/,_/_/_/u/p/_/_/_/
us,pp,417833.0,928.5177777777777,/@/s,_/_/_/^/s/_/_/,_/_/_/u/s/_/_/_/
scratch,nn,2987.0,6.637777777777778,skr/&/tS/,s/k/r/@/C/_/_/,s/c/r/a/t/c/h/_/
scratch,vv,1857.0,4.126666666666667,skr/&/tS/,s/k/r/@/C/_/_/,s/c/r/a/t/c/h/_/
young,jj,147566.0,327.9244444444444,/j/@/N/,_/_/j/^/G/_/_/,_/_/_/y/o/u/n/g/
wipe,vv,4250.0,9.444444444444445,w/aI/p,_/_/w/a/j/p/_/,_/_/w/i/p/e/_/_/
wipe,nn,270.0,0.6,w/aI/p,_/_/w/a/j/p/_/,_/_/w/i/p/e/_/_/
eve,nn,6551.0,14.557777777777778,/i/v,_/_/_/i/v/_/_/,_/_/_/e/v/e/_/_/
try,vv,110671.0,245.93555555555557,tr/aI/,_/t/r/a/j/_/_/,_/t/r/y/_/_/_/_/
tried,vv,59504.0,132.23111111111112,tr/aI/d,_/t/r/a/j/d/_/,_/t/r/i/e/d/_/_/
try,nn,3774.0,8.386666666666667,tr/aI/,_/t/r/a/j/_/_/,_/t/r/y/_/_/_/_/
race,nn,53592.0,119.09333333333333,r/eI/s,_/_/r/e/j/s/_/,_/_/r/a/c/e/_/_/
race,vv,3239.0,7.197777777777778,r/eI/s,_/_/r/e/j/s/_/,_/_/r/a/c/e/_/_/
trite,jj,335.0,0.7444444444444445,tr/aI/t,_/t/r/a/j/t/_/,_/t/r/i/t/e/_/_/
rack,nn,5912.0,13.137777777777778,r/&/k,_/_/r/@/k/_/_/,_/_/r/a/c/k/_/_/
rack,vv,611.0,1.3577777777777778,r/&/k,_/_/r/@/k/_/_/,_/_/r/a/c/k/_/_/
pledge,nn,3516.0,7.8133333333333335,pl/E/dZ/,_/p/l/E/J/_/_/,_/p/l/e/d/g/e/_/
pledge,vv,1130.0,2.511111111111111,pl/E/dZ/,_/p/l/E/J/_/_/,_/p/l/e/d/g/e/_/
punch,nn,4224.0,9.386666666666667,p/@/n/tS/,_/_/p/^/n/C/_/,_/_/p/u/n/c/h/_/
punch,vv,2272.0,5.0488888888888885,p/@/n/tS/,_/_/p/^/n/C/_/,_/_/p/u/n/c/h/_/
screech,nn,643.0,1.4288888888888889,skr/i/tS/,s/k/r/i/C/_/_/,s/c/r/e/e/c/h/_/
screech,vv,178.0,0.39555555555555555,skr/i/tS/,s/k/r/i/C/_/_/,s/c/r/e/e/c/h/_/
hootch,nn,22.0,0.04888888888888889,h/u/tS/,_/_/h/u/C/_/_/,_/_/h/o/o/t/c/h/
pawn,nn,695.0,1.5444444444444445,p/O/n,_/_/p/a/n/_/_/,_/_/p/a/w/n/_/_/
pawn,vv,111.0,0.24666666666666667,p/O/n,_/_/p/a/n/_/_/,_/_/p/a/w/n/_/_/
slim,jj,4815.0,10.7,sl/I/m,_/s/l/I/m/_/_/,_/s/l/i/m/_/_/_/
slim,vv,316.0,0.7022222222222222,sl/I/m,_/s/l/I/m/_/_/,_/s/l/i/m/_/_/_/
slip,vv,6587.0,14.637777777777778,sl/I/p,_/s/l/I/p/_/_/,_/s/l/i/p/_/_/_/
slip,nn,3107.0,6.904444444444445,sl/I/p,_/s/l/I/p/_/_/,_/s/l/i/p/_/_/_/
nones,nn,17.0,0.03777777777777778,n/oU/nz,_/_/n/o/n/z/_/,_/_/n/o/n/e/s/_/
hawk,nn,1812.0,4.026666666666666,h/O/k,_/_/h/a/k/_/_/,_/_/h/a/w/k/_/_/
hawk,vv,199.0,0.44222222222222224,h/O/k,_/_/h/a/k/_/_/,_/_/h/a/w/k/_/_/
sprue,nn,18.0,0.04,spr/u/,s/p/r/u/_/_/_/,s/p/r/u/e/_/_/_/
writ,nn,458.0,1.0177777777777777,r/I/t,_/_/r/I/t/_/_/,_/w/r/i/t/_/_/_/
move,vv,71834.0,159.63111111111112,m/u/v,_/_/m/u/v/_/_/,_/_/m/o/v/e/_/_/
move,nn,23834.0,52.964444444444446,m/u/v,_/_/m/u/v/_/_/,_/_/m/o/v/e/_/_/
dock,nn,4559.0,10.13111111111111,d/A/k,_/_/d/a/k/_/_/,_/_/d/o/c/k/_/_/
dock,vv,398.0,0.8844444444444445,d/A/k,_/_/d/a/k/_/_/,_/_/d/o/c/k/_/_/
truth,nn,48723.0,108.27333333333333,tr/u/T/,_/t/r/u/T/_/_/,_/t/r/u/t/h/_/_/
truths,nn,2669.0,5.931111111111111,tr/u/D/z,_/t/r/u/D/z/_/,_/t/r/u/t/h/s/_/
mete,vv,98.0,0.21777777777777776,m/i/t,_/_/m/i/t/_/_/,_/_/m/e/t/e/_/_/
tenth,md,2753.0,6.1177777777777775,t/E/n/T/,_/_/t/E/n/T/_/,_/_/t/e/n/t/h/_/
graze,vv,878.0,1.951111111111111,gr/eI/z,_/g/r/e/j/z/_/,_/g/r/a/z/e/_/_/
graze,nn,49.0,0.10888888888888888,gr/eI/z,_/g/r/e/j/z/_/,_/g/r/a/z/e/_/_/
loo,nn,284.0,0.6311111111111111,l/u/,_/_/l/u/_/_/_/,_/_/l/o/o/_/_/_/
