wordform,word_class,sum_freq,norm_freq,Moby_pron,Rep_P,Rep_O
hub,nn,2990.0,6.644444444444445,h/@/b,_/_/h/^/b/_/_/,_/_/h/u/b/_/_/_/
hum,nn,1516.0,3.368888888888889,h/@/m,_/_/h/^/m/_/_/,_/_/h/u/m/_/_/_/
hum,vv,603.0,1.34,h/@/m,_/_/h/^/m/_/_/,_/_/h/u/m/_/_/_/
huh,uh,8403.0,18.673333333333332,h/@/,_/_/h/^/_/_/_/,_/_/h/u/h/_/_/_/
hut,nn,3811.0,8.46888888888889,h/@/t,_/_/h/^/t/_/_/,_/_/h/u/t/_/_/_/
and,cc,12368293.0,27485.095555555556,/&/nd,_/_/_/@/n/d/_/,_/_/_/a/n/d/_/_/
pro,jj,7102.0,15.782222222222222,pr/oU/,_/p/r/o/_/_/_/,_/p/r/o/_/_/_/_/
pro,nn,4240.0,9.422222222222222,pr/oU/,_/p/r/o/_/_/_/,_/p/r/o/_/_/_/_/
pro,ii,1980.0,4.4,pr/oU/,_/p/r/o/_/_/_/,_/p/r/o/_/_/_/_/
ant,nn,1860.0,4.133333333333334,/&/nt,_/_/_/@/n/t/_/,_/_/_/a/n/t/_/_/
pry,vv,1083.0,2.4066666666666667,pr/aI/,_/p/r/a/j/_/_/,_/p/r/y/_/_/_/_/
pry,nn,66.0,0.14666666666666667,pr/aI/,_/p/r/a/j/_/_/,_/p/r/y/_/_/_/_/
perch,nn,1527.0,3.3933333333333335,p/@/r/tS/,_/_/p/^/r/C/_/,_/_/p/e/r/c/h/_/
perch,vv,710.0,1.5777777777777777,p/@/r/tS/,_/_/p/^/r/C/_/,_/_/p/e/r/c/h/_/
crime,nn,40116.0,89.14666666666666,kr/aI/m,_/k/r/a/j/m/_/,_/c/r/i/m/e/_/_/
crimp,vv,190.0,0.4222222222222222,kr/I/mp,_/k/r/I/m/p/_/,_/c/r/i/m/p/_/_/
crimp,nn,142.0,0.31555555555555553,kr/I/mp,_/k/r/I/m/p/_/,_/c/r/i/m/p/_/_/
jot,vv,333.0,0.74,/dZ/A/t,_/_/J/a/t/_/_/,_/_/j/o/t/_/_/_/
jot,nn,94.0,0.2088888888888889,/dZ/A/t,_/_/J/a/t/_/_/,_/_/j/o/t/_/_/_/
pole,nn,7515.0,16.7,p/oU/l,_/_/p/o/l/_/_/,_/_/p/o/l/e/_/_/
pole,vv,20.0,0.044444444444444446,p/oU/l,_/_/p/o/l/_/_/,_/_/p/o/l/e/_/_/
poll,nn,15001.0,33.33555555555556,p/oU/l,_/_/p/o/l/_/_/,_/_/p/o/l/l/_/_/
poll,vv,103.0,0.2288888888888889,p/oU/l,_/_/p/o/l/_/_/,_/_/p/o/l/l/_/_/
shaft,nn,3975.0,8.833333333333334,/S/&/ft,_/_/S/@/f/t/_/,_/s/h/a/f/t/_/_/
clod,nn,149.0,0.33111111111111113,kl/A/d,_/k/l/a/d/_/_/,_/c/l/o/d/_/_/_/
clog,vv,475.0,1.0555555555555556,kl/A/g,_/k/l/a/g/_/_/,_/c/l/o/g/_/_/_/
clog,nn,85.0,0.18888888888888888,kl/A/g,_/k/l/a/g/_/_/,_/c/l/o/g/_/_/_/
clot,nn,527.0,1.1711111111111112,kl/A/t,_/k/l/a/t/_/_/,_/c/l/o/t/_/_/_/
clot,vv,121.0,0.2688888888888889,kl/A/t,_/k/l/a/t/_/_/,_/c/l/o/t/_/_/_/
clop,nn,53.0,0.11777777777777777,kl/A/p,_/k/l/a/p/_/_/,_/c/l/o/p/_/_/_/
clop,vv,25.0,0.05555555555555555,kl/A/p,_/k/l/a/p/_/_/,_/c/l/o/p/_/_/_/
manse,nn,135.0,0.3,m/&/ns,_/_/m/@/n/s/_/,_/_/m/a/n/s/e/_/
poised,jj,183.0,0.4066666666666667,p/Oi/zd,_/_/p/o/j/z/d/,_/_/p/o/i/s/e/d/
sheared,jj,37.0,0.08222222222222222,/S/i/rd,_/_/S/i/r/d/_/,_/s/h/e/a/r/e/d/
on,ii,2871374.0,6380.831111111111,/A/n,_/_/_/a/n/_/_/,_/_/_/o/n/_/_/_/
on,rr,272922.0,606.4933333333333,/A/n,_/_/_/a/n/_/_/,_/_/_/o/n/_/_/_/
on,jj,120.0,0.26666666666666666,/A/n,_/_/_/a/n/_/_/,_/_/_/o/n/_/_/_/
oh,uh,121717.0,270.4822222222222,/oU/,_/_/_/o/_/_/_/,_/_/_/o/h/_/_/_/
of,ii,11971724.0,26603.83111111111,/@/v,_/_/_/^/v/_/_/,_/_/_/o/f/_/_/_/
oy,uh,304.0,0.6755555555555556,/Oi/,_/_/_/o/j/_/_/,_/_/_/o/y/_/_/_/
ox,nn,824.0,1.8311111111111111,/A/ks,_/_/_/a/k/s/_/,_/_/_/o/x/_/_/_/
or,cc,1562165.0,3471.4777777777776,/@/r,_/_/_/^/r/_/_/,_/_/_/o/r/_/_/_/
or,cs,12662.0,28.137777777777778,/@/r,_/_/_/^/r/_/_/,_/_/_/o/r/_/_/_/
op,nn,991.0,2.2022222222222223,/A/p,_/_/_/a/p/_/_/,_/_/_/o/p/_/_/_/
ops,nn,733.0,1.6288888888888888,/A/ps,_/_/_/a/p/s/_/,_/_/_/o/p/s/_/_/
jug,nn,1278.0,2.84,/dZ/@/g,_/_/J/^/g/_/_/,_/_/j/u/g/_/_/_/
jus,nn,509.0,1.1311111111111112,/dZ/@/s,_/_/J/^/s/_/_/,_/_/j/u/s/_/_/_/
jut,vv,173.0,0.3844444444444444,/dZ/@/t,_/_/J/^/t/_/_/,_/_/j/u/t/_/_/_/
jut,nn,83.0,0.18444444444444444,/dZ/@/t,_/_/J/^/t/_/_/,_/_/j/u/t/_/_/_/
spouse,nn,5099.0,11.331111111111111,sp/AU/z,_/s/p/a/w/z/_/,_/s/p/o/u/s/e/_/
odds,nn,10970.0,24.377777777777776,/A/dz,_/_/_/a/d/z/_/,_/_/_/o/d/d/s/_/
curve,nn,6534.0,14.52,k/@/rv,_/_/k/^/r/v/_/,_/_/c/u/r/v/e/_/
curve,vv,330.0,0.7333333333333333,k/@/rv,_/_/k/^/r/v/_/,_/_/c/u/r/v/e/_/
worse,nn,205.0,0.45555555555555555,w/@/rs,_/_/w/^/r/s/_/,_/_/w/o/r/s/e/_/
worst,vv,110.0,0.24444444444444444,w/@/rst,_/_/w/^/r/s/t/,_/_/w/o/r/s/t/_/
trench,nn,2336.0,5.191111111111111,tr/E/n/tS/,_/t/r/E/n/C/_/,_/t/r/e/n/c/h/_/
ten,mc,46651.0,103.66888888888889,t/E/n,_/_/t/E/n/_/_/,_/_/t/e/n/_/_/_/
tea,nn,20742.0,46.093333333333334,t/i/,_/_/t/i/_/_/_/,_/_/t/e/a/_/_/_/
tee,nn,3444.0,7.653333333333333,t/i/,_/_/t/i/_/_/_/,_/_/t/e/e/_/_/_/
tees,nn,490.0,1.0888888888888888,t/i/z,_/_/t/i/z/_/_/,_/_/t/e/e/s/_/_/
tee,vv,75.0,0.16666666666666666,t/i/,_/_/t/i/_/_/_/,_/_/t/e/e/_/_/_/
tees,vv,64.0,0.14222222222222222,t/i/z,_/_/t/i/z/_/_/,_/_/t/e/e/s/_/_/
rate,nn,57876.0,128.61333333333334,r/eI/t,_/_/r/e/j/t/_/,_/_/r/a/t/e/_/_/
rate,vv,898.0,1.9955555555555555,r/eI/t,_/_/r/e/j/t/_/,_/_/r/a/t/e/_/_/
gunk,nn,209.0,0.46444444444444444,g/@/N/k,_/_/g/^/G/k/_/,_/_/g/u/n/k/_/_/
gunk,vv,29.0,0.06444444444444444,g/@/N/k,_/_/g/^/G/k/_/,_/_/g/u/n/k/_/_/
fugue,nn,266.0,0.5911111111111111,f/j/u/g,_/f/j/u/g/_/_/,_/_/f/u/g/u/e/_/
snug,jj,1277.0,2.8377777777777777,sn/@/g,_/s/n/^/g/_/_/,_/s/n/u/g/_/_/_/
snub,nn,194.0,0.4311111111111111,sn/@/b,_/s/n/^/b/_/_/,_/s/n/u/b/_/_/_/
snub,vv,97.0,0.21555555555555556,sn/@/b,_/s/n/^/b/_/_/,_/s/n/u/b/_/_/_/
squish,vv,135.0,0.3,skw/I/S/,s/k/w/I/S/_/_/,_/s/q/u/i/s/h/_/
squish,nn,41.0,0.09111111111111111,skw/I/S/,s/k/w/I/S/_/_/,_/s/q/u/i/s/h/_/
numb,jj,1993.0,4.428888888888889,n/@/m,_/_/n/^/m/_/_/,_/_/n/u/m/b/_/_/
numb,vv,241.0,0.5355555555555556,n/@/m,_/_/n/^/m/_/_/,_/_/n/u/m/b/_/_/
tsar,nn,259.0,0.5755555555555556,z/A/r,_/_/z/a/r/_/_/,_/t/s/a/r/_/_/_/
plaice,nn,20.0,0.044444444444444446,pl/eI/s,_/p/l/e/j/s/_/,_/p/l/a/i/c/e/_/
sloop,nn,232.0,0.5155555555555555,sl/u/p,_/s/l/u/p/_/_/,_/s/l/o/o/p/_/_/
flounce,nn,37.0,0.08222222222222222,fl/AU/ns,_/f/l/a/w/n/s/,_/f/l/o/u/n/c/e/
glide,vv,965.0,2.1444444444444444,gl/aI/d,_/g/l/a/j/d/_/,_/g/l/i/d/e/_/_/
glide,nn,619.0,1.3755555555555556,gl/aI/d,_/g/l/a/j/d/_/,_/g/l/i/d/e/_/_/
dross,nn,68.0,0.1511111111111111,dr/O/s,_/d/r/a/s/_/_/,_/d/r/o/s/s/_/_/
might,vm,239760.0,532.8,m/aI/t,_/_/m/a/j/t/_/,_/_/m/i/g/h/t/_/
might,nn,1774.0,3.942222222222222,m/aI/t,_/_/m/a/j/t/_/,_/_/m/i/g/h/t/_/
slave,nn,6725.0,14.944444444444445,sl/eI/v,_/s/l/e/j/v/_/,_/s/l/a/v/e/_/_/
slave,vv,174.0,0.38666666666666666,sl/eI/v,_/s/l/e/j/v/_/,_/s/l/a/v/e/_/_/
health,nn,153487.0,341.08222222222224,h/E/l/T/,_/_/h/E/l/T/_/,_/_/h/e/a/l/t/h/
teach,vv,26179.0,58.175555555555555,t/i/tS/,_/_/t/i/C/_/_/,_/_/t/e/a/c/h/_/
taught,vv,16197.0,35.99333333333333,t/O/t,_/_/t/a/t/_/_/,_/_/t/a/u/g/h/t/
blank,jj,6563.0,14.584444444444445,bl/&/N/k,_/b/l/@/G/k/_/,_/b/l/a/n/k/_/_/
blank,nn,555.0,1.2333333333333334,bl/&/N/k,_/b/l/@/G/k/_/,_/b/l/a/n/k/_/_/
blank,vv,234.0,0.52,bl/&/N/k,_/b/l/@/G/k/_/,_/b/l/a/n/k/_/_/
bland,jj,1634.0,3.631111111111111,bl/&/nd,_/b/l/@/n/d/_/,_/b/l/a/n/d/_/_/
moan,nn,769.0,1.708888888888889,m/oU/n,_/_/m/o/n/_/_/,_/_/m/o/a/n/_/_/
moan,vv,427.0,0.9488888888888889,m/oU/n,_/_/m/o/n/_/_/,_/_/m/o/a/n/_/_/
swarm,nn,1058.0,2.351111111111111,sw/O/rm,_/s/w/a/r/m/_/,_/s/w/a/r/m/_/_/
swarm,vv,527.0,1.1711111111111112,sw/O/rm,_/s/w/a/r/m/_/,_/s/w/a/r/m/_/_/
moat,nn,487.0,1.0822222222222222,m/oU/t,_/_/m/o/t/_/_/,_/_/m/o/a/t/_/_/
stoned,jj,398.0,0.8844444444444445,st/oU/nd,_/s/t/o/n/d/_/,_/s/t/o/n/e/d/_/
creme,nn,896.0,1.991111111111111,kr/E/m,_/k/r/E/m/_/_/,_/c/r/e/m/e/_/_/
bronze,nn,5454.0,12.12,br/A/nz,_/b/r/a/n/z/_/,_/b/r/o/n/z/e/_/
sloth,nn,401.0,0.8911111111111111,sl/O/T/,_/s/l/a/T/_/_/,_/s/l/o/t/h/_/_/
whelp,nn,24.0,0.05333333333333334,w/E/lp,_/_/w/E/l/p/_/,_/w/h/e/l/p/_/_/
whelk,nn,34.0,0.07555555555555556,w/E/lk,_/_/w/E/l/k/_/,_/w/h/e/l/k/_/_/
dun,nn,404.0,0.8977777777777778,d/@/n,_/_/d/^/n/_/_/,_/_/d/u/n/_/_/_/
dub,vv,201.0,0.44666666666666666,d/@/b,_/_/d/^/b/_/_/,_/_/d/u/b/_/_/_/
dub,nn,112.0,0.24888888888888888,d/@/b,_/_/d/^/b/_/_/,_/_/d/u/b/_/_/_/
duds,nn,382.0,0.8488888888888889,d/@/dz,_/_/d/^/d/z/_/,_/_/d/u/d/s/_/_/
dud,nn,243.0,0.54,d/@/d,_/_/d/^/d/_/_/,_/_/d/u/d/_/_/_/
dud,jj,61.0,0.13555555555555557,d/@/d,_/_/d/^/d/_/_/,_/_/d/u/d/_/_/_/
dug,nn,55.0,0.12222222222222222,d/@/g,_/_/d/^/g/_/_/,_/_/d/u/g/_/_/_/
pa,nn,3773.0,8.384444444444444,p/A/,_/_/p/a/_/_/_/,_/_/p/a/_/_/_/_/
brick,nn,7739.0,17.197777777777777,br/I/k,_/b/r/I/k/_/_/,_/b/r/i/c/k/_/_/
batch,nn,2573.0,5.717777777777778,b/&/tS/,_/_/b/@/C/_/_/,_/_/b/a/t/c/h/_/
batch,vv,24.0,0.05333333333333334,b/&/tS/,_/_/b/@/C/_/_/,_/_/b/a/t/c/h/_/
quail,nn,1087.0,2.4155555555555557,kw/eI/l,_/k/w/e/j/l/_/,_/_/q/u/a/i/l/_/
birch,nn,1132.0,2.5155555555555558,b/@/r/tS/,_/_/b/^/r/C/_/,_/_/b/i/r/c/h/_/
knack,nn,1303.0,2.8955555555555557,n/&/k,_/_/n/@/k/_/_/,_/k/n/a/c/k/_/_/
skald,nn,27.0,0.06,sk/O/ld,_/s/k/a/l/d/_/,_/s/k/a/l/d/_/_/
fast,rr,27381.0,60.846666666666664,f/&/st,_/_/f/@/s/t/_/,_/_/f/a/s/t/_/_/
fast,jj,14806.0,32.90222222222222,f/&/st,_/_/f/@/s/t/_/,_/_/f/a/s/t/_/_/
fast,nn,101.0,0.22444444444444445,f/&/st,_/_/f/@/s/t/_/,_/_/f/a/s/t/_/_/
fried,jj,4920.0,10.933333333333334,fr/aI/d,_/f/r/a/j/d/_/,_/f/r/i/e/d/_/_/
chirp,nn,173.0,0.3844444444444444,/tS/@/rp,_/_/C/^/r/p/_/,_/c/h/i/r/p/_/_/
chirp,vv,161.0,0.35777777777777775,/tS/@/rp,_/_/C/^/r/p/_/,_/c/h/i/r/p/_/_/
floss,nn,287.0,0.6377777777777778,fl/O/s,_/f/l/a/s/_/_/,_/f/l/o/s/s/_/_/
floss,vv,114.0,0.25333333333333335,fl/O/s,_/f/l/a/s/_/_/,_/f/l/o/s/s/_/_/
trawl,nn,546.0,1.2133333333333334,tr/O/l,_/t/r/a/l/_/_/,_/t/r/a/w/l/_/_/
trawl,vv,106.0,0.23555555555555555,tr/O/l,_/t/r/a/l/_/_/,_/t/r/a/w/l/_/_/
purge,vv,517.0,1.1488888888888888,p/@/r/dZ/,_/_/p/^/r/J/_/,_/_/p/u/r/g/e/_/
purge,nn,410.0,0.9111111111111111,p/@/r/dZ/,_/_/p/^/r/J/_/,_/_/p/u/r/g/e/_/
chaste,jj,418.0,0.9288888888888889,/tS/eI/st,_/_/C/e/j/s/t/,_/c/h/a/s/t/e/_/
fed,jj,1694.0,3.7644444444444445,f/E/d,_/_/f/E/d/_/_/,_/_/f/e/d/_/_/_/
fee,nn,10381.0,23.06888888888889,f/i/,_/_/f/i/_/_/_/,_/_/f/e/e/_/_/_/
fen,nn,169.0,0.37555555555555553,f/E/n,_/_/f/E/n/_/_/,_/_/f/e/n/_/_/_/
germ,nn,1005.0,2.2333333333333334,/dZ/@/rm,_/_/J/^/r/m/_/,_/_/g/e/r/m/_/_/
few,da,226559.0,503.46444444444444,f/j/u/,_/f/j/u/_/_/_/,_/_/f/e/w/_/_/_/
feu,nn,158.0,0.3511111111111111,f/j/u/,_/f/j/u/_/_/_/,_/_/f/e/u/_/_/_/
fez,nn,97.0,0.21555555555555556,f/E/z,_/_/f/E/z/_/_/,_/_/f/e/z/_/_/_/
sort,nn,44833.0,99.6288888888889,s/O/rt,_/_/s/a/r/t/_/,_/_/s/o/r/t/_/_/
sort,vv,3236.0,7.191111111111111,s/O/rt,_/_/s/a/r/t/_/,_/_/s/o/r/t/_/_/
heir,nn,2304.0,5.12,/@/r,_/_/_/^/r/_/_/,_/_/h/e/i/r/_/_/
sore,jj,3652.0,8.115555555555556,s/oU/r,_/_/s/o/r/_/_/,_/_/s/o/r/e/_/_/
sore,nn,178.0,0.39555555555555555,s/oU/r,_/_/s/o/r/_/_/,_/_/s/o/r/e/_/_/
sweat,nn,8582.0,19.07111111111111,sw/E/t,_/s/w/E/t/_/_/,_/s/w/e/a/t/_/_/
sweat,vv,2431.0,5.402222222222222,sw/E/t,_/s/w/E/t/_/_/,_/s/w/e/a/t/_/_/
van,nn,8163.0,18.14,v/A/n,_/_/v/a/n/_/_/,_/_/v/a/n/_/_/_/
roux,nn,394.0,0.8755555555555555,r/u/,_/_/r/u/_/_/_/,_/_/r/o/u/x/_/_/
rout,nn,656.0,1.4577777777777778,r/AU/t,_/_/r/a/w/t/_/,_/_/r/o/u/t/_/_/
rout,vv,152.0,0.3377777777777778,r/AU/t,_/_/r/a/w/t/_/,_/_/r/o/u/t/_/_/
lope,nn,155.0,0.34444444444444444,l/oU/p,_/_/l/o/p/_/_/,_/_/l/o/p/e/_/_/
lope,vv,94.0,0.2088888888888889,l/oU/p,_/_/l/o/p/_/_/,_/_/l/o/p/e/_/_/
stilt,nn,107.0,0.23777777777777778,st/I/lt,_/s/t/I/l/t/_/,_/s/t/i/l/t/_/_/
stilt,vv,28.0,0.06222222222222222,st/I/lt,_/s/t/I/l/t/_/,_/s/t/i/l/t/_/_/
spun,jj,123.0,0.2733333333333333,sp/@/n,_/s/p/^/n/_/_/,_/s/p/u/n/_/_/_/
spud,nn,88.0,0.19555555555555557,sp/@/d,_/s/p/^/d/_/_/,_/s/p/u/d/_/_/_/
spur,vv,1230.0,2.7333333333333334,sp/@/r,_/s/p/^/r/_/_/,_/s/p/u/r/_/_/_/
spurred,vv,1155.0,2.566666666666667,sp/@/rd,_/s/p/^/r/d/_/,_/s/p/u/r/r/e/d/
spur,nn,1069.0,2.3755555555555556,sp/@/r,_/s/p/^/r/_/_/,_/s/p/u/r/_/_/_/
temp,nn,652.0,1.448888888888889,t/E/mp,_/_/t/E/m/p/_/,_/_/t/e/m/p/_/_/
still,rr,341583.0,759.0733333333334,st/I/l,_/s/t/I/l/_/_/,_/s/t/i/l/l/_/_/
still,jj,16321.0,36.26888888888889,st/I/l,_/s/t/I/l/_/_/,_/s/t/i/l/l/_/_/
still,nn,197.0,0.43777777777777777,st/I/l,_/s/t/I/l/_/_/,_/s/t/i/l/l/_/_/
cake,nn,12664.0,28.142222222222223,k/eI/k,_/_/k/e/j/k/_/,_/_/c/a/k/e/_/_/
cross,nn,14527.0,32.282222222222224,kr/O/s,_/k/r/a/s/_/_/,_/c/r/o/s/s/_/_/
cross,vv,10307.0,22.904444444444444,kr/O/s,_/k/r/a/s/_/_/,_/c/r/o/s/s/_/_/
crossed,vv,8158.0,18.128888888888888,kr/O/st,_/k/r/a/s/t/_/,_/c/r/o/s/s/e/d/
cross,jj,240.0,0.5333333333333333,kr/O/s,_/k/r/a/s/_/_/,_/c/r/o/s/s/_/_/
beast,nn,5284.0,11.742222222222223,b/i/st,_/_/b/i/s/t/_/,_/_/b/e/a/s/t/_/
myth,nn,7778.0,17.284444444444443,m/I/T/,_/_/m/I/T/_/_/,_/_/m/y/t/h/_/_/
growth,nn,57709.0,128.2422222222222,gr/oU/T/,_/g/r/o/T/_/_/,_/g/r/o/w/t/h/_/
trout,nn,5751.0,12.78,tr/AU/t,_/t/r/a/w/t/_/,_/t/r/o/u/t/_/_/
kitsch,nn,450.0,1.0,k/I/tS/,_/_/k/I/C/_/_/,_/_/k/i/t/s/c/h/
owl,nn,2765.0,6.144444444444445,/AU/l,_/_/_/a/w/l/_/,_/_/_/o/w/l/_/_/
owe,vv,5388.0,11.973333333333333,/oU/,_/_/_/o/_/_/_/,_/_/_/o/w/e/_/_/
champ,nn,2191.0,4.868888888888889,/tS/&/mp,_/_/C/@/m/p/_/,_/c/h/a/m/p/_/_/
squeal,nn,450.0,1.0,skw/i/l,s/k/w/i/l/_/_/,_/s/q/u/e/a/l/_/
squeal,vv,212.0,0.4711111111111111,skw/i/l,s/k/w/i/l/_/_/,_/s/q/u/e/a/l/_/
shank,nn,699.0,1.5533333333333332,/S/&/N/k,_/_/S/@/G/k/_/,_/s/h/a/n/k/_/_/
deuce,nn,95.0,0.2111111111111111,d/u/s,_/_/d/u/s/_/_/,_/_/d/e/u/c/e/_/
mulch,nn,1421.0,3.1577777777777776,m/@/l/tS/,_/_/m/^/l/C/_/,_/_/m/u/l/c/h/_/
mulch,vv,135.0,0.3,m/@/l/tS/,_/_/m/^/l/C/_/,_/_/m/u/l/c/h/_/
sash,nn,663.0,1.4733333333333334,s/&/S/,_/_/s/@/S/_/_/,_/_/s/a/s/h/_/_/
foul,jj,2571.0,5.713333333333333,f/AU/l,_/_/f/a/w/l/_/,_/_/f/o/u/l/_/_/
foul,nn,976.0,2.168888888888889,f/AU/l,_/_/f/a/w/l/_/,_/_/f/o/u/l/_/_/
foul,vv,462.0,1.0266666666666666,f/AU/l,_/_/f/a/w/l/_/,_/_/f/o/u/l/_/_/
fouls,nn,445.0,0.9888888888888889,f/AU/lz,_/_/f/a/w/l/z/,_/_/f/o/u/l/s/_/
four,mc,172595.0,383.5444444444444,f/oU/r,_/_/f/o/r/_/_/,_/_/f/o/u/r/_/_/
fur,nn,5743.0,12.762222222222222,f/@/r,_/_/f/^/r/_/_/,_/_/f/u/r/_/_/_/
furred,vv,58.0,0.1288888888888889,f/@/rd,_/_/f/^/r/d/_/,_/_/f/u/r/r/e/d/
bilk,vv,38.0,0.08444444444444445,b/I/lk,_/_/b/I/l/k/_/,_/_/b/i/l/k/_/_/
schist,nn,50.0,0.1111111111111111,/S/I/st,_/_/S/I/s/t/_/,s/c/h/i/s/t/_/_/
cull,vv,207.0,0.46,k/@/l,_/_/k/^/l/_/_/,_/_/c/u/l/l/_/_/
cull,nn,52.0,0.11555555555555555,k/@/l,_/_/k/^/l/_/_/,_/_/c/u/l/l/_/_/
cult,nn,4502.0,10.004444444444445,k/@/lt,_/_/k/^/l/t/_/,_/_/c/u/l/t/_/_/
browse,vv,995.0,2.2111111111111112,br/AU/z,_/b/r/a/w/z/_/,_/b/r/o/w/s/e/_/
struck,vv,10968.0,24.373333333333335,str/@/k,s/t/r/^/k/_/_/,s/t/r/u/c/k/_/_/
strike,nn,10347.0,22.993333333333332,str/aI/k,s/t/r/a/j/k/_/,s/t/r/i/k/e/_/_/
strike,vv,8981.0,19.95777777777778,str/aI/k,s/t/r/a/j/k/_/,s/t/r/i/k/e/_/_/
shelved,vv,319.0,0.7088888888888889,/S/E/lvd,_/_/S/E/l/v/d/,_/s/h/e/l/v/e/d/
shelve,vv,133.0,0.29555555555555557,/S/E/lv,_/_/S/E/l/v/_/,_/s/h/e/l/v/e/_/
sioux,jj,989.0,2.1977777777777776,s/u/,_/_/s/u/_/_/_/,_/_/s/i/o/u/x/_/
wrought,jj,530.0,1.1777777777777778,r/O/t,_/_/r/a/t/_/_/,_/w/r/o/u/g/h/t/
slate,nn,3293.0,7.317777777777778,sl/eI/t,_/s/l/e/j/t/_/,_/s/l/a/t/e/_/_/
thyme,nn,2843.0,6.317777777777778,t/aI/m,_/_/t/a/j/m/_/,_/t/h/y/m/e/_/_/
rink,nn,1377.0,3.06,r/I/N/k,_/_/r/I/G/k/_/,_/_/r/i/n/k/_/_/
re,ii,5042.0,11.204444444444444,r/i/,_/_/r/i/_/_/_/,_/_/r/e/_/_/_/_/
crowned,jj,126.0,0.28,kr/AU/nd,_/k/r/a/w/n/d/,_/c/r/o/w/n/e/d/
eared,jj,34.0,0.07555555555555556,/i/rd,_/_/_/i/r/d/_/,_/_/_/e/a/r/e/d/
crawl,vv,2684.0,5.964444444444444,kr/O/l,_/k/r/a/l/_/_/,_/c/r/a/w/l/_/_/
crawl,nn,799.0,1.7755555555555556,kr/O/l,_/k/r/a/l/_/_/,_/c/r/a/w/l/_/_/
trek,nn,1834.0,4.075555555555556,tr/E/k,_/t/r/E/k/_/_/,_/t/r/e/k/_/_/_/
trek,vv,425.0,0.9444444444444444,tr/E/k,_/t/r/E/k/_/_/,_/t/r/e/k/_/_/_/
tree,nn,35850.0,79.66666666666667,tr/i/,_/t/r/i/_/_/_/,_/t/r/e/e/_/_/_/
gripe,nn,276.0,0.6133333333333333,gr/aI/p,_/g/r/a/j/p/_/,_/g/r/i/p/e/_/_/
gripe,vv,183.0,0.4066666666666667,gr/aI/p,_/g/r/a/j/p/_/,_/g/r/i/p/e/_/_/
camp,nn,27867.0,61.92666666666667,k/&/mp,_/_/k/@/m/p/_/,_/_/c/a/m/p/_/_/
camp,vv,169.0,0.37555555555555553,k/&/mp,_/_/k/@/m/p/_/,_/_/c/a/m/p/_/_/
camp,jj,19.0,0.042222222222222223,k/&/mp,_/_/k/@/m/p/_/,_/_/c/a/m/p/_/_/
pocked,jj,80.0,0.17777777777777778,p/A/kt,_/_/p/a/k/t/_/,_/_/p/o/c/k/e/d/
fanged,jj,72.0,0.16,f/&/N/d,_/_/f/@/G/d/_/,_/_/f/a/n/g/e/d/
debt,nn,22382.0,49.73777777777778,d/E/t,_/_/d/E/t/_/_/,_/_/d/e/b/t/_/_/
dote,vv,83.0,0.18444444444444444,d/oU/t,_/_/d/o/t/_/_/,_/_/d/o/t/e/_/_/
worked,jj,159.0,0.35333333333333333,w/@/rkt,_/_/w/^/r/k/t/,_/_/w/o/r/k/e/d/
quirk,nn,664.0,1.4755555555555555,kw/@/rk,_/k/w/^/r/k/_/,_/_/q/u/i/r/k/_/
quirt,nn,40.0,0.08888888888888889,kw/@/rt,_/k/w/^/r/t/_/,_/_/q/u/i/r/t/_/
creek,nn,16649.0,36.99777777777778,kr/i/k,_/k/r/i/k/_/_/,_/c/r/e/e/k/_/_/
creed,nn,1447.0,3.2155555555555555,kr/i/d,_/k/r/i/d/_/_/,_/c/r/e/e/d/_/_/
crept,vv,2016.0,4.48,kr/E/pt,_/k/r/E/p/t/_/,_/c/r/e/p/t/_/_/
creep,vv,1154.0,2.5644444444444443,kr/i/p,_/k/r/i/p/_/_/,_/c/r/e/e/p/_/_/
creep,nn,818.0,1.8177777777777777,kr/i/p,_/k/r/i/p/_/_/,_/c/r/e/e/p/_/_/
creeps,vv,667.0,1.4822222222222223,kr/i/ps,_/k/r/i/p/s/_/,_/c/r/e/e/p/s/_/
creeps,nn,384.0,0.8533333333333334,kr/i/ps,_/k/r/i/p/s/_/,_/c/r/e/e/p/s/_/
yoke,nn,622.0,1.3822222222222222,/j/oU/k,_/_/j/o/k/_/_/,_/_/_/y/o/k/e/_/
raised,jj,2987.0,6.637777777777778,r/eI/zd,_/_/r/e/j/z/d/,_/_/r/a/i/s/e/d/
sob,nn,635.0,1.4111111111111112,s/A/b,_/_/s/a/b/_/_/,_/_/s/o/b/_/_/_/
sob,vv,396.0,0.88,s/A/b,_/_/s/a/b/_/_/,_/_/s/o/b/_/_/_/
sod,nn,1512.0,3.36,s/A/d,_/_/s/a/d/_/_/,_/_/s/o/d/_/_/_/
sod,vv,84.0,0.18666666666666668,s/A/d,_/_/s/a/d/_/_/,_/_/s/o/d/_/_/_/
son,nn,77805.0,172.9,s/@/n,_/_/s/^/n/_/_/,_/_/s/o/n/_/_/_/
sop,nn,170.0,0.37777777777777777,s/A/p,_/_/s/a/p/_/_/,_/_/s/o/p/_/_/_/
sop,vv,107.0,0.23777777777777778,s/A/p,_/_/s/a/p/_/_/,_/_/s/o/p/_/_/_/
